hsa	gge
hsa0000199464	gge0000087738
hsa0000199465	gge0000087739
hsa0000199504	gge0000087748
hsa0000199543	gge0000086797
hsa0000199615	gge0000094237
hsa0000199735	gge0000087084
hsa0000199840	gge0000086344
hsa0000199842	gge0000086348
hsa0000199851	gge0000087573
hsa0000199853	gge0000087574
hsa0000199870	gge0000087033
hsa0000199881	gge0000087042
hsa0000199884	gge0000087043
hsa0000199891	gge0000087047
hsa0000199892	gge0000087048
hsa0000199898	gge0000087054
hsa0000199905	gge0000087059
hsa0000199908	gge0000088333
hsa0000199909	gge0000088334
hsa0000199931	gge0000088350
hsa0000199970	gge0000088705
hsa0000199974	gge0000088708
hsa0000199982	gge0000088712
hsa0000199990	gge0000088715
hsa0000200021	gge0000088919
hsa0000200038	gge0000087829
hsa0000200042	gge0000087833
hsa0000200077	gge0000087868
hsa0000200096	gge0000086425
hsa0000200180	gge0000090342
hsa0000200334	gge0000088554
hsa0000200371	gge0000088576
hsa0000200416	gge0000089518
hsa0000200416	gge0000089517
hsa0000200460	gge0000089522
hsa0000200461	gge0000089523
hsa0000200467	gge0000089529
hsa0000200468	gge0000089530
hsa0000200474	gge0000089535
hsa0000200478	gge0000089539
hsa0000200482	gge0000089542
hsa0000200486	gge0000089545
hsa0000200528	gge0000093268
hsa0000200598	gge0000086438
hsa0000200599	gge0000086439
hsa0000200602	gge0000086440
hsa0000200774	gge0000089061
hsa0000200777	gge0000087148
hsa0000200778	gge0000087152
hsa0000200778	gge0000087151
hsa0000200779	gge0000087155
hsa0000200780	gge0000087156
hsa0000200787	gge0000087159
hsa0000200796	gge0000087163
hsa0000200900	gge0000093223
hsa0000200944	gge0000087920
hsa0000200948	gge0000087924
hsa0000200984	gge0000089973
hsa0000201041	gge0000090017
hsa0000201126	gge0000088611
hsa0000201143	gge0000090421
hsa0000201159	gge0000094142
hsa0000201168	gge0000094097
hsa0000201169	gge0000094097
hsa0000201172	gge0000094099
hsa0000201261	gge0000087973
hsa0000201348	gge0000088246
hsa0000201350	gge0000088247
hsa0000201351	gge0000088247
hsa0000201352	gge0000088248
hsa0000201355	gge0000088250
hsa0000201510	gge0000090641
hsa0000201591	gge0000090267
hsa0000201592	gge0000090267
hsa0000201654	gge0000171791
hsa0000201668	gge0000171806
hsa0000201671	gge0000171809
hsa0000201680	gge0000171821
hsa0000201718	gge0000089214
hsa0000201721	gge0000089216
hsa0000201728	gge0000089223
hsa0000201733	gge0000089229
hsa0000201749	gge0000206024
hsa0000201753	gge0000206028
hsa0000201757	gge0000206034
hsa0000201759	gge0000206037
hsa0000201761	gge0000206039
hsa0000201764	gge0000206044
hsa0000201769	gge0000206051
hsa0000201947	gge0000086355
hsa0000201959	gge0000089120
hsa0000201959	gge0000089121
hsa0000201962	gge0000089123
hsa0000201963	gge0000089123
hsa0000201966	gge0000089124
hsa0000201967	gge0000089124
hsa0000202244	gge0000092486
hsa0000202252	gge0000092491
hsa0000202373	gge0000090210
hsa0000202402	gge0000092706
hsa0000202402	gge0000092707
hsa0000202564	gge0000095595
hsa0000202571	gge0000095600
hsa0000202604	gge0000004641
hsa0000202636	gge0000131217
hsa0000202670	gge0000127935
hsa0000202700	gge0000127939
hsa0000202701	gge0000127939
hsa0000202723	gge0000127954
hsa0000202738	gge0000127923
hsa0000202740	gge0000127925
hsa0000202741	gge0000127926
hsa0000202753	gge0000127710
hsa0000202757	gge0000127716
hsa0000202760	gge0000127720
hsa0000202765	gge0000127723
hsa0000202767	gge0000127724
hsa0000202769	gge0000127726
hsa0000202791	gge0000131492
hsa0000202792	gge0000131492
hsa0000202844	gge0000132284
hsa0000202848	gge0000132288
hsa0000202850	gge0000132290
hsa0000202878	gge0000132318
hsa0000202882	gge0000132320
hsa0000202888	gge0000132327
hsa0000202926	gge0000132359
hsa0000202928	gge0000132361
hsa0000202953	gge0000132634
hsa0000202974	gge0000131408
hsa0000202981	gge0000131415
hsa0000202985	gge0000131418
hsa0000203013	gge0000132394
hsa0000203028	gge0000130704
hsa0000203030	gge0000130705
hsa0000203033	gge0000130708
hsa0000203041	gge0000130713
hsa0000203087	gge0000128462
hsa0000203144	gge0000130794
hsa0000203145	gge0000130794
hsa0000203212	gge0000130752
hsa0000203213	gge0000130753
hsa0000203223	gge0000130763
hsa0000203233	gge0000130773
hsa0000203236	gge0000130776
hsa0000203301	gge0000130778
hsa0000203305	gge0000130782
hsa0000203333	gge0000128276
hsa0000203347	gge0000128287
hsa0000203350	gge0000128289
hsa0000203410	gge0000131822
hsa0000203463	gge0000131262
hsa0000203467	gge0000131264
hsa0000203593	gge0000132115
hsa0000203638	gge0000132127
hsa0000203762	gge0000131996
hsa0000203820	gge0000132375
hsa0000203904	gge0000130077
hsa0000203939	gge0000132585
hsa0000203940	gge0000132586
hsa0000203942	gge0000132587
hsa0000203944	gge0000132589
hsa0000203948	gge0000132593
hsa0000204007	gge0000132860
hsa0000204010	gge0000132862
hsa0000204027	gge0000132873
hsa0000204077	gge0000129260
hsa0000204092	gge0000128082
hsa0000204097	gge0000128087
hsa0000204192	gge0000127330
hsa0000204245	gge0000127330
hsa0000204303	gge0000128784
hsa0000204313	gge0000128791
hsa0000204429	gge0000131346
hsa0000204434	gge0000131350
hsa0000204450	gge0000131362
hsa0000204468	gge0000129789
hsa0000204518	gge0000130634
hsa0000204546	gge0000131600
hsa0000204557	gge0000131610
hsa0000204560	gge0000131612
hsa0000204566	gge0000131619
hsa0000204568	gge0000131619
hsa0000204569	gge0000131619
hsa0000204631	gge0000093552
hsa0000204822	gge0000128373
hsa0000204823	gge0000128374
hsa0000204824	gge0000128375
hsa0000204829	gge0000128380
hsa0000204836	gge0000128386
hsa0000204845	gge0000128394
hsa0000204906	gge0000024251
hsa0000204910	gge0000024252
hsa0000204911	gge0000024253
hsa0000204912	gge0000024254
hsa0000204917	gge0000024257
hsa0000204918	gge0000024257
hsa0000205217	gge0000131330
hsa0000205259	gge0000128356
hsa0000205263	gge0000128359
hsa0000205291	gge0000131473
hsa0000205303	gge0000131483
hsa0000205304	gge0000131484
hsa0000205305	gge0000131485
hsa0000205352	gge0000129659
hsa0000205696	gge0000128560
hsa0000205698	gge0000128561
hsa0000205729	gge0000038469
hsa0000205753	gge0000128069
hsa0000205754	gge0000128069
hsa0000205815	gge0000129393
hsa0000205818	gge0000129394
hsa0000205862	gge0000129421
hsa0000205920	gge0000130869
hsa0000206077	gge0000128003
hsa0000206079	gge0000128005
hsa0000206081	gge0000128007
hsa0000206083	gge0000128009
hsa0000206091	gge0000128016
hsa0000206092	gge0000128016
hsa0000206155	gge0000127738
hsa0000206156	gge0000127738
hsa0000206166	gge0000130212
hsa0000206175	gge0000130218
hsa0000206193	gge0000130033
hsa0000206194	gge0000130033
hsa0000206206	gge0000129884
hsa0000206239	gge0000132775
hsa0000206252	gge0000132786
hsa0000206316	gge0000129338
hsa0000206317	gge0000129338
hsa0000206337	gge0000127495
hsa0000206406	gge0000131753
hsa0000206536	gge0000130397
hsa0000206836	gge0000086827
hsa0000206844	gge0000086831
hsa0000206845	gge0000086831
hsa0000206850	gge0000086835
hsa0000206853	gge0000086836
hsa0000206902	gge0000130941
hsa0000206981	gge0000129480
hsa0000207054	gge0000131666
hsa0000207055	gge0000131667
hsa0000207059	gge0000131670
hsa0000207061	gge0000131672
hsa0000207090	gge0000132696
hsa0000207155	gge0000129933
hsa0000207156	gge0000129934
hsa0000207166	gge0000129940
hsa0000207167	gge0000129941
hsa0000207170	gge0000129944
hsa0000207186	gge0000127431
hsa0000207212	gge0000127452
hsa0000207224	gge0000127464
hsa0000207255	gge0000130381
hsa0000207262	gge0000130384
hsa0000207263	gge0000130384
hsa0000207349	gge0000131849
hsa0000207350	gge0000131849
hsa0000207353	gge0000131852
hsa0000207367	gge0000130894
hsa0000207429	gge0000130032
hsa0000207590	gge0000128880
hsa0000207702	gge0000129012
hsa0000207706	gge0000129016
hsa0000207714	gge0000129025
hsa0000207761	gge0000004500
hsa0000207891	gge0000096743
hsa0000207976	gge0000130144
hsa0000207987	gge0000130154
hsa0000208002	gge0000129722
hsa0000208003	gge0000129722
hsa0000208018	gge0000129735
hsa0000208019	gge0000129737
hsa0000208020	gge0000129738
hsa0000208057	gge0000129621
hsa0000208059	gge0000129623
hsa0000208060	gge0000129404
hsa0000208066	gge0000129409
hsa0000208142	gge0000024722
hsa0000208190	gge0000129194
hsa0000208199	gge0000129202
hsa0000208210	gge0000130226
hsa0000208211	gge0000130227
hsa0000208212	gge0000130228
hsa0000208214	gge0000130231
hsa0000208335	gge0000127316
hsa0000208405	gge0000132039
hsa0000208430	gge0000131388
hsa0000208471	gge0000128756
hsa0000208655	gge0000128076
hsa0000208728	gge0000128245
hsa0000208771	gge0000129676
hsa0000208772	gge0000129677
hsa0000208878	gge0000095145
hsa0000208905	gge0000132032
hsa0000209224	gge0000132091
hsa0000209289	gge0000132058
hsa0000209369	gge0000096425
hsa0000209666	gge0000004353
hsa0000209690	gge0000004397
hsa0000209704	gge0000004411
hsa0000210203	gge0000128538
hsa0000210343	gge0000129280
hsa0000210344	gge0000129280
hsa0000210345	gge0000129281
hsa0000210346	gge0000129282
hsa0000210347	gge0000129282
hsa0000210391	gge0000086809
hsa0000210399	gge0000086814
hsa0000210400	gge0000086814
hsa0000210402	gge0000086816
hsa0000210407	gge0000086820
hsa0000210407	gge0000086821
hsa0000210408	gge0000086822
hsa0000210409	gge0000086823
hsa0000210410	gge0000086823
hsa0000210411	gge0000086824
hsa0000210412	gge0000086825
hsa0000210456	gge0000132198
hsa0000210474	gge0000132189
hsa0000210485	gge0000129142
hsa0000210490	gge0000129144
hsa0000210536	gge0000129168
hsa0000210561	gge0000004727
hsa0000210575	gge0000004734
hsa0000210831	gge0000129978
hsa0000210833	gge0000129980
hsa0000210842	gge0000129984
hsa0000210970	gge0000127359
hsa0000211149	gge0000093533
hsa0000211344	gge0000128983
hsa0000211344	gge0000128984
hsa0000211360	gge0000128997
hsa0000211391	gge0000130274
hsa0000211416	gge0000130296
hsa0000211475	gge0000132689
hsa0000211491	gge0000129125
hsa0000211499	gge0000129134
hsa0000211500	gge0000129135
hsa0000211549	gge0000132065
hsa0000211637	gge0000093702
hsa0000211638	gge0000093703
hsa0000211644	gge0000093710
hsa0000211742	gge0000129040
hsa0000211755	gge0000129054
hsa0000211770	gge0000129071
hsa0000211771	gge0000129072
hsa0000211791	gge0000129091
hsa0000211881	gge0000128112
hsa0000211895	gge0000128141
hsa0000211898	gge0000128918
hsa0000211961	gge0000129354
hsa0000211994	gge0000129382
hsa0000212040	gge0000130014
hsa0000212067	gge0000129278
hsa0000212068	gge0000129278
hsa0000212198	gge0000131909
hsa0000212290	gge0000127473
hsa0000212361	gge0000128685
hsa0000212436	gge0000128956
hsa0000212449	gge0000128966
hsa0000212622	gge0000132484
hsa0000212704	gge0000149738
hsa0000212706	gge0000149739
hsa0000212711	gge0000149740
hsa0000212740	gge0000147226
hsa0000212777	gge0000149796
hsa0000212778	gge0000149797
hsa0000212868	gge0000147765
hsa0000212905	gge0000147032
hsa0000212906	gge0000147033
hsa0000212909	gge0000147034
hsa0000212969	gge0000148298
hsa0000212976	gge0000148303
hsa0000212977	gge0000148304
hsa0000212978	gge0000148304
hsa0000212979	gge0000148305
hsa0000212980	gge0000148306
hsa0000212987	gge0000148311
hsa0000212989	gge0000148312
hsa0000212990	gge0000148313
hsa0000212992	gge0000148314
hsa0000212993	gge0000148315
hsa0000212994	gge0000148316
hsa0000212995	gge0000148317
hsa0000213065	gge0000141776
hsa0000213070	gge0000141779
hsa0000213120	gge0000141711
hsa0000213169	gge0000142581
hsa0000213175	gge0000142584
hsa0000213197	gge0000138546
hsa0000213202	gge0000138551
hsa0000213211	gge0000138559
hsa0000213415	gge0000138604
hsa0000213421	gge0000138626
hsa0000213421	gge0000138625
hsa0000213422	gge0000138626
hsa0000213497	gge0000141138
hsa0000213512	gge0000141934
hsa0000213516	gge0000141938
hsa0000213618	gge0000138206
hsa0000213662	gge0000139552
hsa0000213663	gge0000139556
hsa0000213677	gge0000138347
hsa0000213715	gge0000141323
hsa0000213724	gge0000141331
hsa0000213778	gge0000139414
hsa0000213793	gge0000139428
hsa0000213818	gge0000139446
hsa0000213827	gge0000139452
hsa0000213828	gge0000139452
hsa0000213871	gge0000139265
hsa0000213892	gge0000141333
hsa0000213895	gge0000141334
hsa0000213896	gge0000141334
hsa0000214092	gge0000146876
hsa0000214096	gge0000147063
hsa0000214097	gge0000147064
hsa0000214295	gge0000205549
hsa0000214465	gge0000147223
hsa0000214731	gge0000146933
hsa0000214996	gge0000149407
hsa0000215169	gge0000177282
hsa0000215204	gge0000177281
hsa0000215205	gge0000177282
hsa0000215250	gge0000141143
hsa0000215253	gge0000141144
hsa0000215284	gge0000140273
hsa0000215290	gge0000140276
hsa0000215501	gge0000139970
hsa0000215504	gge0000139974
hsa0000215535	gge0000141029
hsa0000215920	gge0000141018
hsa0000215922	gge0000141019
hsa0000215926	gge0000141022
hsa0000215956	gge0000150260
hsa0000216019	gge0000147463
hsa0000216103	gge0000148071
hsa0000216317	gge0000138875
hsa0000216322	gge0000138880
hsa0000216324	gge0000138881
hsa0000216331	gge0000138885
hsa0000216347	gge0000138924
hsa0000216374	gge0000138940
hsa0000216453	gge0000147289
hsa0000216481	gge0000148869
hsa0000216482	gge0000148870
hsa0000216508	gge0000148886
hsa0000216734	gge0000140899
hsa0000216929	gge0000140618
hsa0000216942	gge0000141858
hsa0000217227	gge0000139169
hsa0000217346	gge0000151165
hsa0000217489	gge0000141123
hsa0000217498	gge0000141132
hsa0000217617	gge0000141659
hsa0000217654	gge0000139816
hsa0000217817	gge0000139058
hsa0000218153	gge0000140202
hsa0000218155	gge0000140203
hsa0000218160	gge0000140207
hsa0000218161	gge0000140208
hsa0000218163	gge0000140210
hsa0000218165	gge0000140212
hsa0000218168	gge0000140214
hsa0000218169	gge0000140215
hsa0000218181	gge0000140222
hsa0000218183	gge0000140223
hsa0000218195	gge0000140231
hsa0000218206	gge0000140238
hsa0000218211	gge0000140242
hsa0000218212	gge0000140243
hsa0000218312	gge0000139048
hsa0000218437	gge0000141666
hsa0000218440	gge0000141668
hsa0000218645	gge0000147693
hsa0000218784	gge0000139330
hsa0000218784	gge0000139331
hsa0000218809	gge0000139346
hsa0000218819	gge0000139356
hsa0000218906	gge0000149564
hsa0000219016	gge0000149268
hsa0000219019	gge0000149271
hsa0000219028	gge0000149277
hsa0000219033	gge0000149281
hsa0000219049	gge0000148268
hsa0000219056	gge0000148271
hsa0000219066	gge0000148279
hsa0000219071	gge0000149299
hsa0000219074	gge0000149302
hsa0000219075	gge0000149302
hsa0000219076	gge0000149303
hsa0000219131	gge0000141514
hsa0000219161	gge0000139308
hsa0000219232	gge0000139289
hsa0000219234	gge0000139291
hsa0000219323	gge0000139934
hsa0000219326	gge0000139935
hsa0000219330	gge0000139937
hsa0000219331	gge0000139938
hsa0000219334	gge0000139940
hsa0000219479	gge0000147752
hsa0000219555	gge0000140335
hsa0000219586	gge0000140364
hsa0000219590	gge0000140366
hsa0000219600	gge0000140372
hsa0000219757	gge0000146963
hsa0000219763	gge0000146969
hsa0000219773	gge0000146980
hsa0000219775	gge0000146983
hsa0000219823	gge0000139541
hsa0000219837	gge0000139464
hsa0000219945	gge0000141970
hsa0000219951	gge0000141978
hsa0000219960	gge0000141985
hsa0000220020	gge0000151197
hsa0000220025	gge0000151200
hsa0000220030	gge0000151204
hsa0000220073	gge0000151238
hsa0000220076	gge0000151241
hsa0000220086	gge0000151251
hsa0000220087	gge0000151252
hsa0000220091	gge0000151256
hsa0000220092	gge0000151257
hsa0000220093	gge0000151258
hsa0000220096	gge0000151261
hsa0000220143	gge0000142170
hsa0000220202	gge0000139257
hsa0000220286	gge0000206138
hsa0000220287	gge0000206138
hsa0000220299	gge0000139113
hsa0000220337	gge0000149807
hsa0000220448	gge0000149172
hsa0000220451	gge0000149174
hsa0000220686	gge0000141096
hsa0000220690	gge0000141096
hsa0000220912	gge0000140807
hsa0000220913	gge0000140808
hsa0000220917	gge0000140811
hsa0000220995	gge0000140427
hsa0000221040	gge0000140480
hsa0000221171	gge0000151165
hsa0000221177	gge0000139704
hsa0000221218	gge0000139780
hsa0000221251	gge0000139796
hsa0000221262	gge0000139384
hsa0000221268	gge0000139386
hsa0000221469	gge0000138958
hsa0000221513	gge0000138748
hsa0000221532	gge0000138778
hsa0000221905	gge0000149210
hsa0000221907	gge0000149212
hsa0000221908	gge0000149213
hsa0000221912	gge0000149216
hsa0000221914	gge0000149220
hsa0000221933	gge0000149255
hsa0000221937	gge0000149258
hsa0000221940	gge0000149259
hsa0000221941	gge0000149259
hsa0000221946	gge0000149261
hsa0000221951	gge0000149266
hsa0000221952	gge0000149267
hsa0000222131	gge0000150734
hsa0000222132	gge0000150734
hsa0000222139	gge0000150740
hsa0000222144	gge0000150745
hsa0000222325	gge0000141724
hsa0000222411	gge0000147337
hsa0000222517	gge0000140664
hsa0000222560	gge0000139196
hsa0000222595	gge0000139661
hsa0000222596	gge0000139661
hsa0000222603	gge0000139664
hsa0000222640	gge0000149346
hsa0000222643	gge0000149349
hsa0000222660	gge0000149361
hsa0000222667	gge0000149367
hsa0000222692	gge0000140426
hsa0000222723	gge0000141181
hsa0000222737	gge0000150208
hsa0000222738	gge0000150209
hsa0000222782	gge0000138182
hsa0000222961	gge0000148841
hsa0000222991	gge0000148923
hsa0000222994	gge0000148926
hsa0000223117	gge0000148982
hsa0000223124	gge0000148897
hsa0000223125	gge0000148898
hsa0000223156	gge0000149901
hsa0000223157	gge0000149902
hsa0000223158	gge0000149903
hsa0000223164	gge0000149907
hsa0000223167	gge0000149911
hsa0000223172	gge0000149914
hsa0000223202	gge0000142471
hsa0000223239	gge0000149984
hsa0000223252	gge0000148592
hsa0000223253	gge0000148592
hsa0000223254	gge0000148593
hsa0000223344	gge0000139243
hsa0000223346	gge0000139245
hsa0000223348	gge0000139247
hsa0000223351	gge0000139250
hsa0000223521	gge0000148422
hsa0000223573	gge0000140057
hsa0000223581	gge0000140063
hsa0000223584	gge0000140065
hsa0000223585	gge0000140066
hsa0000223586	gge0000140066
hsa0000223667	gge0000138613
hsa0000223668	gge0000138613
hsa0000223717	gge0000141496
hsa0000223719	gge0000141498
hsa0000223720	gge0000141500
hsa0000223750	gge0000141448
hsa0000223765	gge0000141350
hsa0000223833	gge0000141607
hsa0000223879	gge0000149290
hsa0000223880	gge0000149290
hsa0000223883	gge0000149293
hsa0000224240	gge0000147929
hsa0000224241	gge0000147929
hsa0000224270	gge0000147950
hsa0000224538	gge0000139145
hsa0000224548	gge0000139155
hsa0000224613	gge0000148718
hsa0000224847	gge0000141694
hsa0000224848	gge0000141694
hsa0000224867	gge0000141949
hsa0000224875	gge0000142524
hsa0000224899	gge0000151279
hsa0000225017	gge0000138842
hsa0000225020	gge0000138846
hsa0000225100	gge0000150321
hsa0000225129	gge0000150793
hsa0000225171	gge0000138389
hsa0000225466	gge0000149511
hsa0000225473	gge0000138630
hsa0000225509	gge0000139861
hsa0000225550	gge0000146879
hsa0000225552	gge0000146880
hsa0000225554	gge0000146881
hsa0000225851	gge0000150436
hsa0000225865	gge0000147156
hsa0000225868	gge0000147156
hsa0000225897	gge0000146956
hsa0000225991	gge0000150307
hsa0000225994	gge0000147039
hsa0000226027	gge0000147150
hsa0000226028	gge0000147151
hsa0000226030	gge0000147151
hsa0000226076	gge0000146859
hsa0000226080	gge0000146864
hsa0000226128	gge0000151165
hsa0000226139	gge0000151165
hsa0000226157	gge0000151189
hsa0000226309	gge0000170705
hsa0000226437	gge0000173678
hsa0000226451	gge0000172705
hsa0000226482	gge0000170914
hsa0000226487	gge0000170919
hsa0000226488	gge0000170920
hsa0000226491	gge0000170923
hsa0000226514	gge0000170947
hsa0000226529	gge0000170960
hsa0000226543	gge0000173580
hsa0000226559	gge0000173588
hsa0000226673	gge0000161938
hsa0000226679	gge0000161940
hsa0000226698	gge0000161948
hsa0000226698	gge0000161949
hsa0000226699	gge0000161949
hsa0000226700	gge0000161950
hsa0000226811	gge0000161698
hsa0000226812	gge0000161699
hsa0000226814	gge0000161700
hsa0000226847	gge0000161584
hsa0000226935	gge0000161662
hsa0000226936	gge0000161662
hsa0000226938	gge0000161664
hsa0000226942	gge0000161668
hsa0000226943	gge0000161670
hsa0000227210	gge0000173617
hsa0000227463	gge0000170742
hsa0000227582	gge0000164851
hsa0000227583	gge0000164852
hsa0000227600	gge0000192020
hsa0000227639	gge0000193093
hsa0000227684	gge0000163419
hsa0000227750	gge0000151779
hsa0000227784	gge0000148053
hsa0000227845	gge0000151739
hsa0000227849	gge0000151742
hsa0000227865	gge0000151755
hsa0000228218	gge0000165178
hsa0000228452	gge0000163523
hsa0000228452	gge0000163624
hsa0000228461	gge0000163495
hsa0000228463	gge0000163532
hsa0000228464	gge0000163498
hsa0000228471	gge0000163505
hsa0000228472	gge0000163541
hsa0000228473	gge0000163508
hsa0000228476	gge0000163546
hsa0000228476	gge0000163511
hsa0000228479	gge0000163649
hsa0000228483	gge0000163553
hsa0000228486	gge0000163661
hsa0000228555	gge0000164831
hsa0000228639	gge0000163710
hsa0000228642	gge0000163717
hsa0000228645	gge0000163718
hsa0000228646	gge0000163719
hsa0000228647	gge0000163720
hsa0000228648	gge0000163721
hsa0000228652	gge0000163725
hsa0000228693	gge0000165313
hsa0000228694	gge0000165313
hsa0000228719	gge0000163148
hsa0000228720	gge0000163148
hsa0000228757	gge0000162883
hsa0000228829	gge0000162828
hsa0000228831	gge0000162829
hsa0000228858	gge0000164641
hsa0000228858	gge0000164640
hsa0000228859	gge0000164641
hsa0000228950	gge0000190526
hsa0000228968	gge0000190542
hsa0000229097	gge0000206250
hsa0000229244	gge0000163412
hsa0000229286	gge0000165006
hsa0000229540	gge0000171894
hsa0000229548	gge0000171900
hsa0000229552	gge0000171906
hsa0000229577	gge0000171848
hsa0000229578	gge0000171848
hsa0000229580	gge0000171851
hsa0000229589	gge0000169767
hsa0000229596	gge0000169761
hsa0000229652	gge0000192180
hsa0000229655	gge0000192183
hsa0000229681	gge0000162704
hsa0000230006	gge0000164850
hsa0000230037	gge0000164513
hsa0000230128	gge0000171244
hsa0000230144	gge0000171249
hsa0000230281	gge0000190334
hsa0000230287	gge0000190347
hsa0000230316	gge0000191787
hsa0000230410	gge0000162270
hsa0000230418	gge0000162282
hsa0000230422	gge0000162287
hsa0000230425	gge0000162289
hsa0000230426	gge0000162290
hsa0000230451	gge0000164064
hsa0000230460	gge0000164068
hsa0000230513	gge0000162507
hsa0000230514	gge0000162507
hsa0000230515	gge0000162507
hsa0000230807	gge0000164444
hsa0000230818	gge0000190465
hsa0000230819	gge0000190465
hsa0000230820	gge0000190465
hsa0000230844	gge0000206375
hsa0000230852	gge0000206383
hsa0000230853	gge0000206384
hsa0000231421	gge0000191860
hsa0000231536	gge0000191569
hsa0000231539	gge0000191573
hsa0000231541	gge0000191576
hsa0000231549	gge0000191589
hsa0000231549	gge0000191588
hsa0000231594	gge0000163989
hsa0000231626	gge0000192667
hsa0000231668	gge0000169806
hsa0000231669	gge0000169807
hsa0000231692	gge0000161971
hsa0000231733	gge0000163401
hsa0000231734	gge0000163401
hsa0000231735	gge0000163402
hsa0000231738	gge0000163403
hsa0000231739	gge0000163403
hsa0000231795	gge0000190244
hsa0000231810	gge0000190710
hsa0000232071	gge0000163184
hsa0000232085	gge0000163172
hsa0000232282	gge0000191432
hsa0000232283	gge0000191433
hsa0000232336	gge0000164589
hsa0000232376	gge0000163578
hsa0000232378	gge0000163579
hsa0000232435	gge0000170708
hsa0000232436	gge0000170708
hsa0000232437	gge0000170709
hsa0000232438	gge0000170710
hsa0000232439	gge0000170712
hsa0000232440	gge0000170712
hsa0000232443	gge0000170716
hsa0000232443	gge0000170715
hsa0000232448	gge0000173294
hsa0000232457	gge0000173301
hsa0000232465	gge0000173306
hsa0000232479	gge0000173315
hsa0000232482	gge0000173317
hsa0000232487	gge0000173320
hsa0000232539	gge0000192794
hsa0000232567	gge0000192777
hsa0000232569	gge0000192779
hsa0000232611	gge0000192739
hsa0000232623	gge0000192754
hsa0000232737	gge0000191339
hsa0000232757	gge0000191261
hsa0000232758	gge0000191261
hsa0000232772	gge0000191270
hsa0000232781	gge0000191277
hsa0000232783	gge0000191279
hsa0000232800	gge0000192622
hsa0000232810	gge0000192594
hsa0000232817	gge0000192601
hsa0000232884	gge0000169493
hsa0000232919	gge0000173007
hsa0000232948	gge0000173022
hsa0000233003	gge0000164247
hsa0000233028	gge0000164323
hsa0000233360	gge0000172698
hsa0000233485	gge0000173170
hsa0000233505	gge0000169997
hsa0000233573	gge0000163594
hsa0000233595	gge0000163600
hsa0000233613	gge0000171460
hsa0000233613	gge0000171461
hsa0000233621	gge0000171464
hsa0000233664	gge0000170034
hsa0000233703	gge0000170211
hsa0000233704	gge0000170212
hsa0000234146	gge0000193305
hsa0000234181	gge0000191032
hsa0000234298	gge0000165336
hsa0000234324	gge0000161747
hsa0000234343	gge0000161707
hsa0000234344	gge0000161708
hsa0000234349	gge0000162515
hsa0000234361	gge0000162526
hsa0000234368	gge0000162533
hsa0000234463	gge0000162674
hsa0000234481	gge0000169818
hsa0000234616	gge0000191232
hsa0000234691	gge0000191311
hsa0000234694	gge0000191313
hsa0000234700	gge0000191318
hsa0000234736	gge0000164016
hsa0000234940	gge0000161791
hsa0000234944	gge0000161798
hsa0000234978	gge0000161823
hsa0000234979	gge0000161824
hsa0000235003	gge0000192512
hsa0000235019	gge0000190815
hsa0000235021	gge0000190816
hsa0000235022	gge0000190816
hsa0000235319	gge0000172669
hsa0000235408	gge0000190680
hsa0000235433	gge0000190070
hsa0000235435	gge0000190071
hsa0000235436	gge0000190071
hsa0000235438	gge0000190072
hsa0000235448	gge0000190312
hsa0000235455	gge0000190317
hsa0000235659	gge0000191362
hsa0000235682	gge0000191383
hsa0000235683	gge0000191384
hsa0000235684	gge0000191385
hsa0000235837	gge0000169658
hsa0000235876	gge0000163674
hsa0000235876	gge0000163673
hsa0000235878	gge0000163675
hsa0000235921	gge0000057390
hsa0000235995	gge0000164599
hsa0000235996	gge0000164599
hsa0000235997	gge0000164600
hsa0000235998	gge0000164600
hsa0000236002	gge0000164603
hsa0000236003	gge0000164603
hsa0000236007	gge0000164607
hsa0000236009	gge0000164608
hsa0000236010	gge0000164609
hsa0000236011	gge0000164610
hsa0000236012	gge0000164611
hsa0000236016	gge0000164615
hsa0000236253	gge0000173748
hsa0000236256	gge0000173753
hsa0000236421	gge0000162105
hsa0000236540	gge0000192525
hsa0000236545	gge0000192527
hsa0000236557	gge0000192533
hsa0000236671	gge0000190389
hsa0000236682	gge0000190394
hsa0000236954	gge0000191428
hsa0000236959	gge0000191432
hsa0000236960	gge0000191433
hsa0000236980	gge0000165375
hsa0000236996	gge0000165388
hsa0000237092	gge0000172499
hsa0000237482	gge0000163736
hsa0000237484	gge0000163738
hsa0000237485	gge0000163739
hsa0000237497	gge0000164534
hsa0000237503	gge0000164540
hsa0000237504	gge0000164541
hsa0000237505	gge0000164542
hsa0000237521	gge0000164555
hsa0000237522	gge0000164556
hsa0000237563	gge0000190099
hsa0000237563	gge0000191835
hsa0000237564	gge0000190100
hsa0000237564	gge0000191836
hsa0000237565	gge0000191836
hsa0000237565	gge0000190100
hsa0000237567	gge0000190102
hsa0000237567	gge0000191838
hsa0000237580	gge0000191846
hsa0000237608	gge0000170199
hsa0000237617	gge0000170207
hsa0000237737	gge0000170223
hsa0000237926	gge0000208027
hsa0000237946	gge0000208012
hsa0000237946	gge0000208011
hsa0000237961	gge0000191805
hsa0000237964	gge0000191808
hsa0000238009	gge0000170842
hsa0000238054	gge0000162243
hsa0000238056	gge0000172225
