hsa	sce
ENSG00000123815	YGL119W
ENSG00000205683	YOR244W
ENSG00000137266	YML123C
ENSG00000067992	YGL059W
ENSG00000122877	YLR375W
ENSG00000122877	YDL048C
ENSG00000130313	YGR248W
ENSG00000130313	YNR034W
ENSG00000130313	YCR073W-A
ENSG00000130313	YHR163W
ENSG00000148835	YBR198C
ENSG00000170522	YLR372W
ENSG00000170522	YJL196C
ENSG00000170522	YCR034W
ENSG00000175390	YOR261C
ENSG00000185697	YBR049C
ENSG00000185697	YDR026C
ENSG00000188921	YJL097W
ENSG00000148396	YPL085W
ENSG00000149743	YOL102C
ENSG00000118971	YGR108W
ENSG00000118971	YPR119W
ENSG00000118971	YDL155W
ENSG00000118971	YLR210W
ENSG00000118971	YMR199W
ENSG00000118971	YPL256C
ENSG00000118971	YGR109C
ENSG00000118971	YPR120C
ENSG00000128309	YOR251C
ENSG00000140263	YCR102C
ENSG00000140263	YNL134C
ENSG00000140263	YLR460C
ENSG00000140263	YAL061W
ENSG00000140263	YAL060W
ENSG00000140263	YMR318C
ENSG00000140263	YCR105W
ENSG00000140263	YBL069W
ENSG00000140263	YER101C
ENSG00000140263	YBL068W-A
ENSG00000109736	YNL065W
ENSG00000109736	YIL120W
ENSG00000109736	YIL121W
ENSG00000109736	YMR279C
ENSG00000109736	YML116W
ENSG00000109736	YCL073C
ENSG00000109736	YKR106W
ENSG00000109736	YHL047C
ENSG00000109736	YHL040C
ENSG00000109736	YEL065W
ENSG00000109736	YCL069W
ENSG00000109736	YKR105C
ENSG00000109736	YGR224W
ENSG00000109736	YPR198W
ENSG00000131067	YLR299W
ENSG00000140279	YOR384W
ENSG00000140279	YOL152W
ENSG00000123353	YLR350W
ENSG00000123353	YGR038W
ENSG00000087269	YDL148C
ENSG00000159352	YHR200W
ENSG00000146828	YBR235W
ENSG00000137857	YOR384W
ENSG00000137857	YOL152W
ENSG00000107643	YMR216C
ENSG00000107643	YHR030C
ENSG00000107643	YKL161C
ENSG00000170935	YPL178W
ENSG00000198814	YHL032C
ENSG00000158710	YOR367W
ENSG00000164756	YMR243C
ENSG00000164756	YOR316C
ENSG00000164756	YMR177W
ENSG00000164756	YPL224C
ENSG00000049239	YNL241C
ENSG00000244038	YEL002C
ENSG00000172340	YGR244C
ENSG00000105011	YJL115W
ENSG00000187091	YPL268W
ENSG00000105669	YIL076W
ENSG00000144485	YFR034C
ENSG00000112697	YNL323W
ENSG00000173085	YNR041C
ENSG00000147647	YLR420W
ENSG00000174547	YNL185C
ENSG00000122126	YNL106C
ENSG00000122126	YOR109W
ENSG00000277986	snR14
ENSG00000197208	YML123C
ENSG00000144535	YDR293C
ENSG00000100380	YOR057W
ENSG00000100380	YNL121C
ENSG00000100380	YHR117W
ENSG00000163636	YPR108W
ENSG00000155189	YDR018C
ENSG00000155189	YBR042C
ENSG00000105671	YHR169W
ENSG00000136574	YKR034W
ENSG00000136574	YJL110C
ENSG00000114805	YPL268W
ENSG00000100918	YDL003W
ENSG00000163283	YDR481C
ENSG00000196236	YER078C
ENSG00000007866	YBR083W
ENSG00000163286	YDR481C
ENSG00000172404	YMR161W
ENSG00000163295	YDR481C
ENSG00000136240	YBL040C
ENSG00000185721	YAL036C
ENSG00000130175	YDR221W
ENSG00000184544	YIR036C
ENSG00000184544	YIR035C
ENSG00000176473	YDR364C
ENSG00000165915	YIL023C
ENSG00000132361	YMR012W
ENSG00000137628	YGL251C
ENSG00000132423	YOL096C
ENSG00000128524	YGR020C
ENSG00000132294	YMR212C
ENSG00000143952	YDR027C
ENSG00000156475	YGL190C
ENSG00000147679	YOR004W
ENSG00000104969	YOR057W
ENSG00000104969	YNL121C
ENSG00000104969	YHR117W
ENSG00000126803	YDL229W
ENSG00000126803	YNL209W
ENSG00000109920	YNL271C
ENSG00000169251	YHR170W
ENSG00000165434	YKL127W
ENSG00000165434	YMR105C
ENSG00000113161	YLR450W
ENSG00000113161	YML075C
ENSG00000175536	YLR239C
ENSG00000048740	YDL224C
ENSG00000048740	YNL197C
ENSG00000172009	YCL057W
ENSG00000124164	YER120W
ENSG00000124164	YBL091C-A
ENSG00000125485	YKR024C
ENSG00000173674	YMR260C
ENSG00000124222	YOR036W
ENSG00000241878	YNL169C
ENSG00000177189	YCR091W
ENSG00000177189	YNR047W
ENSG00000177189	YBR028C
ENSG00000128039	YIL049W
ENSG00000167702	YPR141C
ENSG00000038210	YJL100W
ENSG00000130734	YNL223W
ENSG00000152256	YGL059W
ENSG00000153132	YAL058W
ENSG00000167701	YJL060W
ENSG00000167701	YDR111C
ENSG00000167701	YLR089C
ENSG00000129347	YNL308C
ENSG00000134809	YHR005C-A
ENSG00000134809	YBR091C
ENSG00000127022	YAL058W
ENSG00000167700	YBR219C
ENSG00000167700	YBR220C
ENSG00000109534	YHR089C
ENSG00000107669	YGL017W
ENSG00000165678	YNL305C
ENSG00000144036	YGL233W
ENSG00000184210	YOR245C
ENSG00000204195	YOR245C
ENSG00000110075	YGL229C
ENSG00000110075	YKR028W
ENSG00000110075	YJL098W
ENSG00000110075	YFR040W
ENSG00000205560	YAR035W
ENSG00000204348	YGL246C
ENSG00000164597	YNL051W
ENSG00000145020	YDR019C
ENSG00000130055	YPL206C
ENSG00000137460	YNL271C
ENSG00000161653	YJL071W
ENSG00000129187	YHR144C
ENSG00000099203	YAR002C-A
ENSG00000099203	YGL002W
ENSG00000099203	YGL200C
ENSG00000182768	YNL213C
ENSG00000197150	YLR188W
ENSG00000197150	YPL270W
ENSG00000161654	YHR121W
ENSG00000138756	YNL020C
ENSG00000138756	YIL095W
ENSG00000109771	YLR207W
ENSG00000109771	YBL061C
ENSG00000109771	YER096W
ENSG00000128951	YBR252W
ENSG00000171503	YOR356W
ENSG00000086598	YAR002C-A
ENSG00000086598	YGL002W
ENSG00000086598	YGL200C
ENSG00000111364	YFL002C
ENSG00000183010	YER023W
ENSG00000147439	YCR009C
ENSG00000111361	YKR026C
ENSG00000158525	YHR132C
ENSG00000181827	YLR176C
ENSG00000111358	YPR056W
ENSG00000172482	YFL030W
ENSG00000274618	YBR009C
ENSG00000274618	YNL030W
ENSG00000275663	YDR346C
ENSG00000105723	YDL079C
ENSG00000105723	YMR139W
ENSG00000171497	YLR216C
ENSG00000164587	YCR031C
ENSG00000164587	YJL191W
ENSG00000282815	YDL167C
ENSG00000126768	YJL143W
ENSG00000118777	YPL058C
ENSG00000118777	YOR153W
ENSG00000118777	YOR328W
ENSG00000118777	YDR011W
ENSG00000118777	YNR070W
ENSG00000118777	YDR406W
ENSG00000118777	YIL013C
ENSG00000118777	YOR011W
ENSG00000100294	YPL231W
ENSG00000100294	YKL182W
ENSG00000055950	YPR100W
ENSG00000166912	YJR110W
ENSG00000185133	YNL106C
ENSG00000185133	YOR109W
ENSG00000165168	YOR384W
ENSG00000165168	YOL152W
ENSG00000101132	YNL153C
ENSG00000185344	YMR054W
ENSG00000185344	YOR270C
ENSG00000132825	YOR178C
ENSG00000132825	YLR273C
ENSG00000257923	YKL179C
ENSG00000124249	YJL093C
ENSG00000115649	YNL289W
ENSG00000115649	YOL001W
ENSG00000115649	YGL134W
ENSG00000115649	YDL127W
ENSG00000115649	YPL219W
ENSG00000115649	YIL050W
ENSG00000115649	YER059W
ENSG00000115649	YGL215W
ENSG00000115649	YDL179W
ENSG00000184009	YFL039C
ENSG00000148110	YNL065W
ENSG00000148110	YIL120W
ENSG00000148110	YIL121W
ENSG00000148110	YMR279C
ENSG00000148110	YML116W
ENSG00000148110	YCL073C
ENSG00000148110	YKR106W
ENSG00000148110	YHL047C
ENSG00000148110	YHL040C
ENSG00000148110	YEL065W
ENSG00000148110	YCL069W
ENSG00000148110	YKR105C
ENSG00000148110	YGR224W
ENSG00000148110	YPR198W
ENSG00000011478	YFR018C
ENSG00000101940	YCL039W
ENSG00000094880	YHR166C
ENSG00000120451	YML104C
ENSG00000111875	YJL115W
ENSG00000198924	YMR137C
ENSG00000158402	YPR200C
ENSG00000158402	YGR203W
ENSG00000198173	YIL159W
ENSG00000198173	YNL271C
ENSG00000101856	YPL170W
ENSG00000132639	YGR009C
ENSG00000173540	YDL055C
ENSG00000125817	YDR081C
ENSG00000101224	YPR200C
ENSG00000101224	YGR203W
ENSG00000165272	YLL043W
ENSG00000165272	YFL054C
ENSG00000135297	YGL236C
ENSG00000165568	YOR120W
ENSG00000165568	YDR368W
ENSG00000165568	YJR155W
ENSG00000165568	YNL331C
ENSG00000165568	YCR107W
ENSG00000165568	YDL243C
ENSG00000165568	YOL165C
ENSG00000115657	YLR188W
ENSG00000115657	YPL270W
ENSG00000120738	YLR375W
ENSG00000120738	YDL048C
ENSG00000185624	YDR518W
ENSG00000185624	YCL043C
ENSG00000283632	YIL068C
ENSG00000131828	YER178W
ENSG00000126457	YBR034C
ENSG00000187134	YOR120W
ENSG00000187134	YDR368W
ENSG00000187134	YDL124W
ENSG00000187134	YJR155W
ENSG00000187134	YNL331C
ENSG00000187134	YCR107W
ENSG00000187134	YDL243C
ENSG00000187134	YOL165C
ENSG00000187134	YMR041C
ENSG00000198925	YDL149W
ENSG00000048392	YGR180C
ENSG00000048392	YJL026W
ENSG00000172977	YOR244W
ENSG00000072803	YKR036C
ENSG00000072803	YJL112W
ENSG00000182054	YDL066W
ENSG00000182054	YNL009W
ENSG00000182054	YLR174W
ENSG00000105835	YOR209C
ENSG00000134452	YOL095C
ENSG00000134452	YJL092W
ENSG00000100083	YHL002W
ENSG00000100083	YDR358W
ENSG00000100083	YHR108W
ENSG00000100083	YNR006W
ENSG00000061794	YDR175C
ENSG00000140575	YPL242C
ENSG00000164754	YDL003W
ENSG00000107099	YLR422W
ENSG00000160211	YNL241C
ENSG00000101407	YKL033W
ENSG00000101413	YDR289C
ENSG00000163516	YDR049W
ENSG00000131475	YJR102C
ENSG00000172757	YLL050C
ENSG00000167695	YPR114W
ENSG00000099364	YJR090C
ENSG00000172732	YDR386W
ENSG00000103549	YDL074C
ENSG00000165349	YCL025C
ENSG00000165349	YDR508C
ENSG00000165349	YDR046C
ENSG00000165349	YBR068C
ENSG00000165349	YPL274W
ENSG00000165349	YLL061W
ENSG00000165349	YNL270C
ENSG00000165349	YEL063C
ENSG00000179335	YLL019C
ENSG00000179335	YJL141C
ENSG00000073536	YCR072C
ENSG00000090054	YMR296C
ENSG00000115661	YPL236C
ENSG00000086189	YPL266W
ENSG00000172456	YDR109C
ENSG00000080189	YML038C
ENSG00000141161	YOR057W
ENSG00000141161	YNL121C
ENSG00000141161	YHR117W
ENSG00000100055	YJR031C
ENSG00000100055	YEL022W
ENSG00000203734	YLR371W
ENSG00000203734	YGR070W
ENSG00000101935	YOR289W
ENSG00000180773	YNL101W
ENSG00000180773	YJR001W
ENSG00000180773	YER119C
ENSG00000180773	YBL089W
ENSG00000103253	YDR272W
ENSG00000103253	YOR040W
ENSG00000130826	YLR175W
ENSG00000067064	YPL117C
ENSG00000114698	YJR100C
ENSG00000184716	YDR105C
ENSG00000204928	YBR014C
ENSG00000204928	YDL010W
ENSG00000134058	YDL108W
ENSG00000136003	YPL135W
ENSG00000136003	YOR226C
ENSG00000112337	YOL162W
ENSG00000112337	YOL163W
ENSG00000164022	YGL105W
ENSG00000176635	YIL072W
ENSG00000110060	YFL001W
ENSG00000115652	YGL157W
ENSG00000115652	YOL151W
ENSG00000115652	YGL039W
ENSG00000115652	YDR541C
ENSG00000137124	YPL061W
ENSG00000137124	YOR374W
ENSG00000137124	YER073W
ENSG00000137124	YMR169C
ENSG00000137124	YMR170C
ENSG00000085231	YDL166C
ENSG00000152942	YER173W
ENSG00000198721	YGR037C
ENSG00000141252	YJL029C
ENSG00000137154	YBR181C
ENSG00000137154	YPL090C
ENSG00000164815	YNL261W
ENSG00000215529	YFL009W
ENSG00000215529	YER066W
ENSG00000215529	YKR036C
ENSG00000215529	YJL112W
ENSG00000177076	YBR183W
ENSG00000177076	YPL087W
ENSG00000162521	YDR030C
ENSG00000162521	YEL056W
ENSG00000162521	YDR128W
ENSG00000101294	YKL100C
ENSG00000189306	YCL031C
ENSG00000152683	YMR177W
ENSG00000152683	YPL224C
ENSG00000203879	YER136W
ENSG00000026297	YPL123C
ENSG00000153832	YKR036C
ENSG00000153832	YJL112W
ENSG00000163053	YOL119C
ENSG00000163053	YOR306C
ENSG00000102312	YOR175C
ENSG00000183918	YNL106C
ENSG00000183918	YOR109W
ENSG00000169340	YDR518W
ENSG00000169340	YCL043C
ENSG00000114767	YPR137W
ENSG00000101898	YER007C-A
ENSG00000183747	YAL054C
ENSG00000183747	YLR153C
ENSG00000155906	YDR282C
ENSG00000155906	YFR048W
ENSG00000155906	YDL001W
ENSG00000099219	YBR074W
ENSG00000101361	YLR197W
ENSG00000146476	YMR027W
ENSG00000197061	YBR009C
ENSG00000197061	YNL030W
ENSG00000183474	YLR005W
ENSG00000103037	YDR257C
ENSG00000177971	YHR148W
ENSG00000240583	YLL043W
ENSG00000240583	YFL054C
ENSG00000189157	YBL021C
ENSG00000115255	YPR028W
ENSG00000141867	YLR399C
ENSG00000141867	YDL070W
ENSG00000125107	YCR093W
ENSG00000143224	YER014W
ENSG00000151806	YLR289W
ENSG00000101365	YNL037C
ENSG00000101365	YCL018W
ENSG00000101365	YIL094C
ENSG00000124812	YJL078C
ENSG00000124812	YJL079C
ENSG00000124812	YKR013W
ENSG00000229474	YCR077C
ENSG00000127328	YNL272C
ENSG00000113396	YBR041W
ENSG00000179218	YAL058W
ENSG00000167325	YIL066C
ENSG00000167325	YER070W
ENSG00000158882	YMR203W
ENSG00000134324	YMR165C
ENSG00000064313	YCR042C
ENSG00000293164	YKR048C
ENSG00000293164	YNL246W
ENSG00000125772	YPL110C
ENSG00000173545	YBR267W
ENSG00000173545	YLR387C
ENSG00000165269	YLL043W
ENSG00000165269	YFL054C
ENSG00000112893	YGL156W
ENSG00000223501	YDR484W
ENSG00000162244	YFR032C-A
ENSG00000187079	YBR083W
ENSG00000165271	YGR090W
ENSG00000130713	YHR069C
ENSG00000162994	YGL206C
ENSG00000116688	YBR179C
ENSG00000169032	YOR231W
ENSG00000169032	YPL140C
ENSG00000231500	YDR450W
ENSG00000231500	YML026C
ENSG00000103042	YNL101W
ENSG00000103042	YJR001W
ENSG00000103042	YER119C
ENSG00000103042	YBL089W
ENSG00000247596	YGR080W
ENSG00000196344	YCR102C
ENSG00000196344	YNL134C
ENSG00000196344	YLR460C
ENSG00000196344	YMR083W
ENSG00000196344	YMR303C
ENSG00000196344	YOL086C
ENSG00000196344	YBR145W
ENSG00000196344	YDL168W
ENSG00000196344	YAL061W
ENSG00000196344	YAL060W
ENSG00000196344	YLR070C
ENSG00000196344	YJR159W
ENSG00000196344	YDL246C
ENSG00000196344	YMR318C
ENSG00000196344	YCR105W
ENSG00000196344	YBL069W
ENSG00000196344	YER101C
ENSG00000196344	YBL068W-A
ENSG00000165684	YBR049C
ENSG00000165684	YDR026C
ENSG00000164088	YOR090C
ENSG00000227057	YER082C
ENSG00000125166	YKL106W
ENSG00000125166	YLR027C
ENSG00000177752	YGR172C
ENSG00000136874	YOR106W
ENSG00000204220	YLR200W
ENSG00000144034	YML036W
ENSG00000174444	YBR031W
ENSG00000174444	YDR012W
ENSG00000154582	YPL046C
ENSG00000132510	YBR112C
ENSG00000186468	YGR118W
ENSG00000186468	YPR132W
ENSG00000115241	YDL006W
ENSG00000137204	YML123C
ENSG00000172795	YNL118C
ENSG00000084073	YJR117W
ENSG00000089351	YHR080C
ENSG00000089351	YDR326C
ENSG00000089351	YFL042C
ENSG00000089351	YLR072W
ENSG00000120053	YKL106W
ENSG00000120053	YLR027C
ENSG00000197594	YCR026C
ENSG00000197594	YEL016C
ENSG00000113312	YNL121C
ENSG00000113312	YHR117W
ENSG00000182749	YOL002C
ENSG00000182749	YDR492W
ENSG00000142102	YPR026W
ENSG00000184432	YGL137W
ENSG00000182173	YPL083C
ENSG00000167769	YBR183W
ENSG00000167769	YPL087W
ENSG00000125651	YGR186W
ENSG00000146776	YGL066W
ENSG00000065328	YIL150C
ENSG00000073350	YBL106C
ENSG00000073350	YPR032W
ENSG00000172053	YOR168W
ENSG00000074803	YBR235W
ENSG00000161048	YPL103C
ENSG00000142937	YER102W
ENSG00000142937	YBL072C
ENSG00000104529	YAL003W
ENSG00000197283	YOL081W
ENSG00000197283	YBR140C
ENSG00000070785	YOR260W
ENSG00000126088	YDR047W
ENSG00000094631	YNL021W
ENSG00000162408	YLL035W
ENSG00000132275	YDR083W
ENSG00000135317	YML104C
ENSG00000184640	YCR002C
ENSG00000115947	YPR162C
ENSG00000066813	YAL054C
ENSG00000066813	YLR153C
ENSG00000119285	YJL109C
ENSG00000158042	YJL063C
ENSG00000117758	YOR106W
ENSG00000159063	YOR067C
ENSG00000049167	YDR030C
ENSG00000049167	YEL056W
ENSG00000066654	YGL232W
ENSG00000005189	YLR107W
ENSG00000006634	YDR052C
ENSG00000170525	YLR345W
ENSG00000170525	YJL155C
ENSG00000170525	YOL136C
ENSG00000170525	YIL107C
ENSG00000159363	YOR291W
ENSG00000159363	YDR270W
ENSG00000159363	YDR039C
ENSG00000159363	YDR040C
ENSG00000159363	YDR038C
ENSG00000159363	YGL167C
ENSG00000159363	YGL008C
ENSG00000159363	YPL036W
ENSG00000104957	YKL095W
ENSG00000133835	YKR009C
ENSG00000037757	YPR118W
ENSG00000183044	YGR019W
ENSG00000145002	YJR129C
ENSG00000078124	YBR183W
ENSG00000078124	YPL087W
ENSG00000158571	YLR345W
ENSG00000158571	YJL155C
ENSG00000158571	YOL136C
ENSG00000158571	YIL107C
ENSG00000172954	YDR018C
ENSG00000172954	YBR042C
ENSG00000130787	YNL243W
ENSG00000168818	YOR075W
ENSG00000130377	YBR041W
ENSG00000177370	YDL217C
ENSG00000268235	YDR006C
ENSG00000108953	YDR099W
ENSG00000215029	YDR006C
ENSG00000086504	YMR193W
ENSG00000112576	YGR108W
ENSG00000112576	YPR119W
ENSG00000112576	YDL155W
ENSG00000112576	YLR210W
ENSG00000112576	YMR199W
ENSG00000112576	YPL256C
ENSG00000112576	YGR109C
ENSG00000112576	YPR120C
ENSG00000102145	YKR034W
ENSG00000102145	YJL110C
ENSG00000072133	YCR091W
ENSG00000072133	YNR047W
ENSG00000072133	YBR028C
ENSG00000013288	YGL156W
ENSG00000182858	YNR030W
ENSG00000214435	YHR209W
ENSG00000214435	YER175C
ENSG00000144713	YBL092W
ENSG00000158406	YBR009C
ENSG00000158406	YNL030W
ENSG00000167645	YNL263C
ENSG00000082701	YDL079C
ENSG00000082701	YMR139W
ENSG00000242612	YNL202W
ENSG00000198246	YAL022C
ENSG00000028116	YPL204W
ENSG00000028116	YHR135C
ENSG00000028116	YER123W
ENSG00000028116	YNL154C
ENSG00000137601	YOR231W
ENSG00000137601	YPL140C
ENSG00000083312	YBR017C
ENSG00000253598	YPR201W
ENSG00000100425	YPR031W
ENSG00000181381	YGL251C
ENSG00000181381	YER172C
ENSG00000203857	YGL157W
ENSG00000203857	YOL151W
ENSG00000203857	YGL039W
ENSG00000203857	YDR541C
ENSG00000134240	YML126C
ENSG00000252339	snR6
ENSG00000005882	YGL059W
ENSG00000104907	YDR120C
ENSG00000092621	YIL074C
ENSG00000092621	YER081W
ENSG00000092621	YGL185C
ENSG00000092621	YPL113C
ENSG00000172292	YHL003C
ENSG00000172292	YKL008C
ENSG00000180346	YDR081C
ENSG00000184182	YGR133W
ENSG00000166747	YPR029C
ENSG00000147536	YDR489W
ENSG00000105258	YGL070C
ENSG00000145014	YDR352W
ENSG00000145014	YBR147W
ENSG00000145014	YOL092W
ENSG00000043143	YPR031W
ENSG00000172409	YOR250C
ENSG00000120314	YPR169W
ENSG00000173124	YAL054C
ENSG00000173124	YLR153C
ENSG00000130764	YLR060W
ENSG00000284770	YER007W
ENSG00000187630	YMR226C
ENSG00000187630	YIR036C
ENSG00000187630	YIR035C
ENSG00000171720	YGL194C
ENSG00000131876	YPL213W
ENSG00000185024	YGR246C
ENSG00000105618	YGR091W
ENSG00000175595	YPL022W
ENSG00000091262	YLL015W
ENSG00000146872	YDL028C
ENSG00000110955	YJR121W
ENSG00000148606	YOR116C
ENSG00000110958	YKL117W
ENSG00000206190	YIL048W
ENSG00000146909	YLR336C
ENSG00000138326	YER074W
ENSG00000138326	YIL069C
ENSG00000125505	YOR175C
ENSG00000106633	YFR053C
ENSG00000106633	YDR516C
ENSG00000106633	YGL253W
ENSG00000106633	YCL040W
ENSG00000269437	YPL169C
ENSG00000170892	YAR008W
ENSG00000103184	YKL091C
ENSG00000103184	YMR079W
ENSG00000033011	YBR110W
ENSG00000184216	YGL021W
ENSG00000184216	YBL009W
ENSG00000170889	YPL081W
ENSG00000170889	YBR189W
ENSG00000100938	YLR432W
ENSG00000100938	YAR073W
ENSG00000100938	YML056C
ENSG00000100938	YHR216W
ENSG00000069956	YMR216C
ENSG00000069956	YHR030C
ENSG00000069956	YKL161C
ENSG00000134398	YHR079C
ENSG00000114127	YGL173C
ENSG00000102054	YDR030C
ENSG00000102054	YEL056W
ENSG00000172869	YJR033C
ENSG00000167986	YDR301W
ENSG00000182544	YNL065W
ENSG00000182544	YIL120W
ENSG00000182544	YIL121W
ENSG00000182544	YMR279C
ENSG00000182544	YML116W
ENSG00000182544	YCL073C
ENSG00000182544	YKR106W
ENSG00000182544	YHL047C
ENSG00000182544	YHL040C
ENSG00000182544	YEL065W
ENSG00000182544	YCL069W
ENSG00000182544	YKR105C
ENSG00000182544	YGR224W
ENSG00000182544	YPR198W
ENSG00000135476	YGR098C
ENSG00000169891	YKR019C
ENSG00000169891	YJL083W
ENSG00000123349	YML094W
ENSG00000138413	YDL066W
ENSG00000138413	YNL009W
ENSG00000138413	YLR174W
ENSG00000186314	YLR168C
ENSG00000186314	YDR185C
ENSG00000167004	YDR518W
ENSG00000167004	YCL043C
ENSG00000139637	YER156C
ENSG00000130305	YNL022C
ENSG00000140650	YFL045C
ENSG00000136930	YJL001W
ENSG00000257103	YPR129W
ENSG00000135318	YHR202W
ENSG00000067057	YMR205C
ENSG00000204628	YMR116C
ENSG00000145293	YEL038W
ENSG00000138778	YPL155C
ENSG00000151332	YNL129W
ENSG00000165630	YGR006W
ENSG00000102030	YHR013C
ENSG00000004846	YLR188W
ENSG00000004846	YPL270W
ENSG00000173110	YPL106C
ENSG00000173110	YBR169C
ENSG00000173110	YKL073W
ENSG00000145220	YCR087C-A
ENSG00000125743	YLR275W
ENSG00000156313	YLR077W
ENSG00000156313	YGL097W
ENSG00000187821	YFR034C
ENSG00000107819	YOR271C
ENSG00000161513	YDR376W
ENSG00000160752	YJL167W
ENSG00000221944	YDR081C
ENSG00000204022	YLR020C
ENSG00000204022	YLL012W
ENSG00000149476	YFL053W
ENSG00000149476	YML070W
ENSG00000111481	YPL010W
ENSG00000198018	YER005W
ENSG00000130204	YMR203W
ENSG00000198836	YOR211C
ENSG00000014919	YER141W
ENSG00000170312	YBR160W
ENSG00000122140	YHL004W
ENSG00000197586	YEL042W
ENSG00000120519	YMR034C
ENSG00000119041	YGR047C
ENSG00000120162	YIL106W
ENSG00000138767	YMR285C
ENSG00000138767	YML118W
ENSG00000138767	YAL021C
ENSG00000182149	YNL265C
ENSG00000010292	YLR272C
ENSG00000187944	YFL025C
ENSG00000197121	YFL025C
ENSG00000082482	YJL093C
ENSG00000167863	YKL016C
ENSG00000123975	YBR135W
ENSG00000253506	YHR193C
ENSG00000119523	YGL065C
ENSG00000108389	YJR110W
ENSG00000155100	YHL013C
ENSG00000197238	YBR009C
ENSG00000197238	YNL030W
ENSG00000111640	YJL052W
ENSG00000111640	YGR192C
ENSG00000111640	YJR009C
ENSG00000107485	YKR034W
ENSG00000107485	YJL110C
ENSG00000064419	YOR160W
ENSG00000169230	YLR193C
ENSG00000103966	YKR019C
ENSG00000103966	YJL083W
ENSG00000156515	YLR446W
ENSG00000159337	YMR006C
ENSG00000159337	YOL011W
ENSG00000159337	YMR008C
ENSG00000159337	YNL012W
ENSG00000188089	YMR006C
ENSG00000188089	YOL011W
ENSG00000188089	YMR008C
ENSG00000188089	YNL012W
ENSG00000285480	YBL002W
ENSG00000285480	YDR224C
ENSG00000182774	YDR447C
ENSG00000182774	YML024W
ENSG00000105643	YFR022W
ENSG00000105643	YOR018W
ENSG00000105643	YBL101C
ENSG00000105643	YPR030W
ENSG00000105643	YKR021W
ENSG00000105643	YJL084C
ENSG00000140598	YNL163C
ENSG00000180251	YDR456W
ENSG00000144182	YJL046W
ENSG00000104738	YPR019W
ENSG00000105325	YGL003C
ENSG00000117395	YKL172W
ENSG00000113504	YBR235W
ENSG00000119383	YIL153W
ENSG00000119383	YPL152W
ENSG00000116874	YDR268W
ENSG00000140829	YKR086W
ENSG00000164405	YJL166W
ENSG00000145743	YJR090C
ENSG00000109762	YML104C
ENSG00000174327	YOL119C
ENSG00000174327	YOR306C
ENSG00000023572	YCL035C
ENSG00000023572	YDR513W
ENSG00000115524	YMR288W
ENSG00000132563	YPR028W
ENSG00000113240	YLL019C
ENSG00000113240	YJL141C
ENSG00000115541	YOR020C
ENSG00000166595	YHR122W
ENSG00000115540	YFL034C-B
ENSG00000104325	YNL202W
ENSG00000073578	YJL045W
ENSG00000105808	YOL081W
ENSG00000105808	YBR140C
ENSG00000111725	YGL208W
ENSG00000111725	YER027C
ENSG00000170296	YBL078C
ENSG00000175826	YHR004C
ENSG00000135083	YGR108W
ENSG00000135083	YPR119W
ENSG00000135083	YDL155W
ENSG00000135083	YLR210W
ENSG00000135083	YMR199W
ENSG00000135083	YPL256C
ENSG00000135083	YGR109C
ENSG00000135083	YPR120C
ENSG00000138385	YDL051W
ENSG00000102878	YJR147W
ENSG00000102878	YGL073W
ENSG00000170606	YPL106C
ENSG00000170606	YBR169C
ENSG00000001630	YHR007C
ENSG00000102144	YCR012W
ENSG00000145734	YNL039W
ENSG00000181856	YGL104C
ENSG00000181856	YBR241C
ENSG00000181856	YJL219W
ENSG00000181856	YHR094C
ENSG00000181856	YFL011W
ENSG00000181856	YNR072W
ENSG00000181856	YDR345C
ENSG00000181856	YDR342C
ENSG00000181856	YOL156W
ENSG00000181856	YJL214W
ENSG00000181856	YDR343C
ENSG00000181856	YDL245C
ENSG00000181856	YLR081W
ENSG00000181856	YJR158W
ENSG00000181856	YHR096C
ENSG00000181856	YEL069C
ENSG00000181856	YHR092C
ENSG00000181856	YMR011W
ENSG00000181856	YDL194W
ENSG00000181856	YDL138W
ENSG00000181856	YJR160C
ENSG00000181856	YBR298C
ENSG00000181856	YGR289C
ENSG00000181856	YDL247W
ENSG00000144381	YLR259C
ENSG00000215021	YGR132C
ENSG00000160781	YOL002C
ENSG00000160781	YDR492W
ENSG00000198034	YJR145C
ENSG00000198034	YHR203C
ENSG00000120837	YBL021C
ENSG00000168488	YGR178C
ENSG00000255150	YDL105W
ENSG00000104142	YLR148W
ENSG00000086758	YDR457W
ENSG00000128965	YER163C
ENSG00000131504	YNL271C
ENSG00000128908	YGL150C
ENSG00000104884	YER171W
ENSG00000133316	YGL111W
ENSG00000144357	YGR184C
ENSG00000144357	YLR024C
ENSG00000197635	YHR028C
ENSG00000165916	YOR117W
ENSG00000168792	YPL095C
ENSG00000168792	YMR210W
ENSG00000168792	YBR177C
ENSG00000069020	YGR092W
ENSG00000069020	YPR111W
ENSG00000136848	YOL081W
ENSG00000136848	YBR140C
ENSG00000104723	YML019W
ENSG00000104723	YOR085W
ENSG00000163686	YBR204C
ENSG00000163686	YGR110W
ENSG00000009954	YLR399C
ENSG00000009954	YDL070W
ENSG00000063601	YJR110W
ENSG00000104936	YGR092W
ENSG00000104936	YPR111W
ENSG00000127511	YOL004W
ENSG00000118181	YGR027C
ENSG00000118181	YLR333C
ENSG00000147471	YBL036C
ENSG00000196655	YDR246W
