hsa	gge	isohsa	isogge	exoniden
ENSG00000157103	ENSGALG00010027240	ENST00000642820	ENSGALT00010066043	hsa0000059880-gge0000135585|0.75;hsa0000059883-gge0000135586|0.78;hsa0000059885-gge0000135587|0.78;hsa0000059888-gge0000135589|0.82;hsa0000059891-gge0000135590|0.82;hsa0000059893-gge0000135591|0.76;hsa0000059894-gge0000135592|0.81;hsa0000059895-gge0000135593|0.84;hsa0000059896-gge0000135594|0.75;hsa0000059898-gge0000135595|0.77;hsa0000059900-gge0000135596|0.79;hsa0000059901-gge0000135597|0.86;hsa0000059902-gge0000135598|0.81;hsa0000059904-gge0000135601|0.73
ENSG00000157103	ENSGALG00010027240	ENST00000645054	ENSGALT00010066043	hsa0000059880-gge0000135585|0.75;hsa0000059883-gge0000135586|0.78;hsa0000059885-gge0000135587|0.78;hsa0000059888-gge0000135589|0.82;hsa0000059891-gge0000135590|0.82;hsa0000059893-gge0000135591|0.76;hsa0000059894-gge0000135592|0.81;hsa0000059895-gge0000135593|0.84;hsa0000059896-gge0000135594|0.75;hsa0000059898-gge0000135595|0.77;hsa0000059900-gge0000135596|0.79;hsa0000059901-gge0000135597|0.86;hsa0000059902-gge0000135598|0.81;hsa0000059904-gge0000135601|0.73
ENSG00000157103	ENSGALG00010027240	ENST00000642735	ENSGALT00010066043	hsa0000059880-gge0000135585|0.75;hsa0000059883-gge0000135586|0.78;hsa0000059885-gge0000135587|0.78;hsa0000059888-gge0000135589|0.82;hsa0000059891-gge0000135590|0.82;hsa0000059893-gge0000135591|0.76;hsa0000059894-gge0000135592|0.81;hsa0000059895-gge0000135593|0.84;hsa0000059896-gge0000135594|0.75;hsa0000059898-gge0000135595|0.77;hsa0000059900-gge0000135596|0.79;hsa0000059901-gge0000135597|0.86;hsa0000059902-gge0000135598|0.81;hsa0000059904-gge0000135601|0.73
ENSG00000157103	ENSGALG00010027240	ENST00000646022	ENSGALT00010066043	hsa0000059880-gge0000135585|0.75;hsa0000059883-gge0000135586|0.78;hsa0000059885-gge0000135587|0.78;hsa0000059888-gge0000135589|0.82;hsa0000059891-gge0000135590|0.82;hsa0000059893-gge0000135591|0.76;hsa0000059894-gge0000135592|0.81;hsa0000059895-gge0000135593|0.84;hsa0000059896-gge0000135594|0.75;hsa0000059898-gge0000135595|0.77;hsa0000059900-gge0000135596|0.79;hsa0000059901-gge0000135597|0.86;hsa0000059902-gge0000135598|0.81;hsa0000059904-gge0000135601|0.73
ENSG00000157103	ENSGALG00010027240	ENST00000645592	ENSGALT00010066043	hsa0000059880-gge0000135585|0.75;hsa0000059883-gge0000135586|0.78;hsa0000059885-gge0000135587|0.78;hsa0000059888-gge0000135589|0.82;hsa0000059891-gge0000135590|0.82;hsa0000059893-gge0000135591|0.76;hsa0000059894-gge0000135592|0.81;hsa0000059895-gge0000135593|0.84;hsa0000059896-gge0000135594|0.75;hsa0000059898-gge0000135595|0.77;hsa0000059900-gge0000135596|0.79;hsa0000059901-gge0000135597|0.86;hsa0000059902-gge0000135598|0.81;hsa0000059904-gge0000135601|0.73
ENSG00000157103	ENSGALG00010027240	ENST00000646924	ENSGALT00010066043	hsa0000059880-gge0000135585|0.75;hsa0000059883-gge0000135586|0.78;hsa0000059885-gge0000135587|0.78;hsa0000059888-gge0000135589|0.82;hsa0000059891-gge0000135590|0.82;hsa0000059893-gge0000135591|0.76;hsa0000059894-gge0000135592|0.81;hsa0000059895-gge0000135593|0.84;hsa0000059896-gge0000135594|0.75;hsa0000059898-gge0000135595|0.77;hsa0000059900-gge0000135596|0.79;hsa0000059901-gge0000135597|0.86;hsa0000059902-gge0000135598|0.81;hsa0000059904-gge0000135601|0.73
ENSG00000157103	ENSGALG00010027240	ENST00000645974	ENSGALT00010066043	hsa0000059880-gge0000135585|0.75;hsa0000059883-gge0000135586|0.78;hsa0000059885-gge0000135587|0.78;hsa0000059888-gge0000135589|0.82;hsa0000059891-gge0000135590|0.82;hsa0000059893-gge0000135591|0.76;hsa0000059894-gge0000135592|0.81;hsa0000059895-gge0000135593|0.84;hsa0000059896-gge0000135594|0.75;hsa0000059898-gge0000135595|0.77;hsa0000059900-gge0000135596|0.79;hsa0000059901-gge0000135597|0.86;hsa0000059902-gge0000135598|0.81;hsa0000059904-gge0000135601|0.73
ENSG00000157103	ENSGALG00010027240	ENST00000642639	ENSGALT00010066043	hsa0000059880-gge0000135585|0.75;hsa0000059883-gge0000135586|0.78;hsa0000059885-gge0000135587|0.78;hsa0000059888-gge0000135589|0.82;hsa0000059891-gge0000135590|0.82;hsa0000059893-gge0000135591|0.76;hsa0000059894-gge0000135592|0.81;hsa0000059895-gge0000135593|0.84;hsa0000059896-gge0000135594|0.75;hsa0000059898-gge0000135595|0.77;hsa0000059900-gge0000135596|0.79;hsa0000059901-gge0000135597|0.86;hsa0000059902-gge0000135598|0.81;hsa0000059904-gge0000135601|0.73
ENSG00000157103	ENSGALG00010027240	ENST00000646060	ENSGALT00010066043	hsa0000059880-gge0000135585|0.75;hsa0000059883-gge0000135586|0.78;hsa0000059885-gge0000135587|0.78;hsa0000059888-gge0000135589|0.82;hsa0000059891-gge0000135590|0.82;hsa0000059893-gge0000135591|0.76;hsa0000059894-gge0000135592|0.81;hsa0000059895-gge0000135593|0.84;hsa0000059896-gge0000135594|0.75;hsa0000059898-gge0000135595|0.77;hsa0000059900-gge0000135596|0.79;hsa0000059901-gge0000135597|0.86;hsa0000059902-gge0000135598|0.81;hsa0000059904-gge0000135601|0.73
ENSG00000157103	ENSGALG00010027240	ENST00000642201	ENSGALT00010066043	hsa0000059880-gge0000135585|0.75;hsa0000059883-gge0000135586|0.78;hsa0000059885-gge0000135587|0.78;hsa0000059888-gge0000135589|0.82;hsa0000059891-gge0000135590|0.82;hsa0000059893-gge0000135591|0.76;hsa0000059894-gge0000135592|0.81;hsa0000059895-gge0000135593|0.84;hsa0000059896-gge0000135594|0.75;hsa0000059898-gge0000135595|0.77;hsa0000059900-gge0000135596|0.79;hsa0000059901-gge0000135597|0.86;hsa0000059902-gge0000135598|0.81;hsa0000059904-gge0000135601|0.73
ENSG00000157103	ENSGALG00010027240	ENST00000647194	ENSGALT00010066043	hsa0000059880-gge0000135585|0.75;hsa0000059883-gge0000135586|0.78;hsa0000059885-gge0000135587|0.78;hsa0000059888-gge0000135589|0.82;hsa0000059891-gge0000135590|0.82;hsa0000059893-gge0000135591|0.76;hsa0000059894-gge0000135592|0.81;hsa0000059895-gge0000135593|0.84;hsa0000059896-gge0000135594|0.75;hsa0000059898-gge0000135595|0.77;hsa0000059900-gge0000135596|0.79;hsa0000059901-gge0000135597|0.86;hsa0000059902-gge0000135598|0.81;hsa0000059904-gge0000135601|0.73
ENSG00000157103	ENSGALG00010027240	ENST00000643396	ENSGALT00010066043	hsa0000059880-gge0000135585|0.75;hsa0000059883-gge0000135586|0.78;hsa0000059885-gge0000135587|0.78;hsa0000059888-gge0000135589|0.82;hsa0000059891-gge0000135590|0.82;hsa0000059893-gge0000135591|0.76;hsa0000059894-gge0000135592|0.81;hsa0000059895-gge0000135593|0.84;hsa0000059896-gge0000135594|0.75;hsa0000059898-gge0000135595|0.77;hsa0000059900-gge0000135596|0.79;hsa0000059901-gge0000135597|0.86;hsa0000059902-gge0000135598|0.81;hsa0000059904-gge0000135601|0.73
ENSG00000157103	ENSGALG00010027240	ENST00000645029	ENSGALT00010066043	hsa0000059880-gge0000135585|0.75;hsa0000059883-gge0000135586|0.78;hsa0000059885-gge0000135587|0.78;hsa0000059888-gge0000135589|0.82;hsa0000059891-gge0000135590|0.82;hsa0000059893-gge0000135591|0.76;hsa0000059894-gge0000135592|0.81;hsa0000059895-gge0000135593|0.84;hsa0000059896-gge0000135594|0.75;hsa0000059898-gge0000135595|0.77;hsa0000059900-gge0000135596|0.79;hsa0000059901-gge0000135597|0.86;hsa0000059902-gge0000135598|0.81;hsa0000059904-gge0000135601|0.73
ENSG00000157103	ENSGALG00010027240	ENST00000698198	ENSGALT00010066043	hsa0000059878-gge0000135585|0.6;hsa0000059883-gge0000135586|0.78;hsa0000059885-gge0000135587|0.78;hsa0000059888-gge0000135589|0.82;hsa0000059891-gge0000135590|0.82;hsa0000059893-gge0000135591|0.76;hsa0000059894-gge0000135592|0.81;hsa0000059895-gge0000135593|0.84;hsa0000059896-gge0000135594|0.75;hsa0000059898-gge0000135595|0.77;hsa0000059900-gge0000135596|0.79;hsa0000059901-gge0000135597|0.86;hsa0000059902-gge0000135598|0.81;hsa0000059904-gge0000135601|0.73
ENSG00000157103	ENSGALG00010027240	ENST00000644803	ENSGALT00010066043	hsa0000059880-gge0000135585|0.75;hsa0000059883-gge0000135586|0.78;hsa0000059885-gge0000135587|0.78;hsa0000059888-gge0000135589|0.82;hsa0000059891-gge0000135590|0.82;hsa0000059893-gge0000135591|0.76;hsa0000059894-gge0000135592|0.81;hsa0000059895-gge0000135593|0.84;hsa0000059896-gge0000135594|0.75;hsa0000059897-gge0000135595|0.65;hsa0000059900-gge0000135596|0.79;hsa0000059901-gge0000135597|0.86;hsa0000059902-gge0000135598|0.81;hsa0000059904-gge0000135601|0.73
ENSG00000188529	ENSGALG00010015617	ENST00000492112	ENSGALT00010037575	hsa0000013320-gge0000181689|0.85;hsa0000013321-gge0000181690|0.74;hsa0000013323-gge0000181691|0.79;hsa0000013325-gge0000181692|0.88;hsa0000013326-gge0000181693|0.91;hsa0000013328-gge0000181694|0.93
ENSG00000188529	ENSGALG00010015617	ENST00000343255	ENSGALT00010037575	hsa0000013320-gge0000181689|0.85;hsa0000013321-gge0000181690|0.74;hsa0000013323-gge0000181691|0.79;hsa0000013325-gge0000181692|0.88;hsa0000013327-gge0000181693|0.85;hsa0000013328-gge0000181694|0.93
ENSG00000141582	ENSGALG00010029229	ENST00000269397	ENSGALT00010070640	hsa0000238890-gge0000161687|0.93;hsa0000238891-gge0000161688|0.93;hsa0000238892-gge0000161689|0.94;hsa0000238895-gge0000161690|0.84;hsa0000238897-gge0000161691|0.68
ENSG00000130304	ENSGALG00010002914	ENST00000252595	ENSGALT00010006764	hsa0000270270-gge0000203587|0.69;hsa0000270271-gge0000203588|0.65;hsa0000270274-gge0000203589|0.63;hsa0000270275-gge0000203590|0.86;hsa0000270277-gge0000203591|0.77;hsa0000270278-gge0000203592|0.78;hsa0000270279-gge0000203593|0.81;hsa0000270280-gge0000203594|0.77;hsa0000270282-gge0000203595|0.77;hsa0000270283-gge0000203596|0.79;hsa0000270284-gge0000203597|0.73;hsa0000270285-gge0000203598|0.7
ENSG00000010165	ENSGALG00010013793	ENST00000361735	ENSGALT00010033114	hsa0000013352-gge0000116402|0.64;hsa0000013354-gge0000116403|0.72;hsa0000013356-gge0000116404|0.74;hsa0000013358-gge0000116405|0.74;hsa0000013359-gge0000116406|0.69;hsa0000013360-gge0000116407|0.75;hsa0000013361-gge0000116408|0.74;hsa0000013362-gge0000116409|0.64
ENSG00000197959	ENSGALG00010013766	ENST00000355305	ENSGALT00010033069	hsa0000013363-gge0000116368|0.78;hsa0000013364-gge0000116371|0.8;hsa0000013365-gge0000116372|0.8;hsa0000013367-gge0000116373|0.82;hsa0000013368-gge0000116374|0.78;hsa0000013369-gge0000116375|0.81;hsa0000013370-gge0000116376|0.83;hsa0000013371-gge0000116377|0.85;hsa0000013372-gge0000116378|0.91;hsa0000013373-gge0000116379|0.82;hsa0000013374-gge0000116380|0.78;hsa0000013375-gge0000116381|0.87;hsa0000013376-gge0000116382|0.77;hsa0000013377-gge0000116383|0.97;hsa0000013378-gge0000116385|0.85;hsa0000013381-gge0000116387|0.85;hsa0000013383-gge0000116389|0.75;hsa0000013386-gge0000116391|0.87;hsa0000013387-gge0000116392|0.78;hsa0000013388-gge0000116393|0.77;hsa0000013389-gge0000116395|0.83
ENSG00000135845	ENSGALG00010013609	ENST00000344529	ENSGALT00010032690	hsa0000013391-gge0000116367|0.73
ENSG00000135845	ENSGALG00010013609	ENST00000344529	ENSGALT00010032692	hsa0000013391-gge0000116367|0.73
ENSG00000135845	ENSGALG00010013609	ENST00000367728	ENSGALT00010032690	hsa0000013391-gge0000116367|0.73
ENSG00000135845	ENSGALG00010013609	ENST00000367728	ENSGALT00010032692	hsa0000013391-gge0000116367|0.73
ENSG00000203666	ENSGALG00010006865	ENST00000366523	ENSGALT00010016324	hsa0000013405-gge0000051138|0.73;hsa0000013406-gge0000051140|0.67;hsa0000013407-gge0000051141|0.77;hsa0000013408-gge0000051142|0.81;hsa0000013409-gge0000051143|0.81;hsa0000013411-gge0000051144|0.6;hsa0000013415-gge0000051146|0.66
ENSG00000152642	ENSGALG00010002343	ENST00000282541	ENSGALT00010005299	hsa0000059925-gge0000029680|0.79;hsa0000059926-gge0000029682|0.85;hsa0000059928-gge0000029683|0.77;hsa0000059931-gge0000029684|0.86;hsa0000059933-gge0000029685|0.82;hsa0000059935-gge0000029686|0.78;hsa0000059936-gge0000029687|0.79;hsa0000059937-gge0000029688|0.77
ENSG00000005102	ENSGALG00010024300	ENST00000318579	ENSGALT00010059265	hsa0000239035-gge0000192078|0.6;hsa0000239037-gge0000192079|0.78;hsa0000239039-gge0000192080|0.75
ENSG00000110721	ENSGALG00010025635	ENST00000265689	ENSGALT00010062562	hsa0000156404-gge0000098517|0.69;hsa0000156405-gge0000098518|0.79;hsa0000156407-gge0000098519|0.81;hsa0000156408-gge0000098520|0.82;hsa0000156409-gge0000098521|0.83;hsa0000156411-gge0000098522|0.79;hsa0000156412-gge0000098523|0.8;hsa0000156413-gge0000098524|0.86;hsa0000156415-gge0000098525|0.78;hsa0000156416-gge0000098526|0.81;hsa0000156417-gge0000098527|0.83;hsa0000156419-gge0000098528|0.65
ENSG00000110721	ENSGALG00010025635	ENST00000356135	ENSGALT00010062565	hsa0000156404-gge0000098517|0.69;hsa0000156405-gge0000098518|0.79;hsa0000156408-gge0000098520|0.82;hsa0000156409-gge0000098521|0.83;hsa0000156411-gge0000098522|0.79;hsa0000156412-gge0000098523|0.8;hsa0000156413-gge0000098524|0.86;hsa0000156415-gge0000098525|0.78;hsa0000156416-gge0000098526|0.81;hsa0000156417-gge0000098527|0.83;hsa0000156419-gge0000098528|0.65
ENSG00000163607	ENSGALG00010005218	ENST00000383678	ENSGALT00010012345	hsa0000059948-gge0000006889|0.62;hsa0000059952-gge0000006892|0.73;hsa0000059955-gge0000006893|0.7;hsa0000059956-gge0000006894|0.78;hsa0000059957-gge0000006895|0.61
ENSG00000178882	ENSGALG00010024653	ENST00000546355	ENSGALT00010060187	hsa0000184637-gge0000159611|0.74;hsa0000184638-gge0000159612|0.66;hsa0000184640-gge0000159613|0.71
ENSG00000085433	ENSGALG00010012113	ENST00000400794	ENSGALT00010029045	hsa0000013469-gge0000115673|0.84;hsa0000013470-gge0000115674|0.89;hsa0000013475-gge0000115675|0.69;hsa0000013479-gge0000115676|0.84;hsa0000013480-gge0000115677|0.71;hsa0000013482-gge0000115678|0.83;hsa0000013483-gge0000115679|0.7;hsa0000013484-gge0000115680|0.7;hsa0000013485-gge0000115681|0.86;hsa0000013486-gge0000115682|0.8;hsa0000013487-gge0000115683|0.84;hsa0000013488-gge0000115684|0.87;hsa0000013489-gge0000115685|0.84;hsa0000013490-gge0000115686|0.85
ENSG00000085433	ENSGALG00010012113	ENST00000369962	ENSGALT00010029045	hsa0000013469-gge0000115673|0.84;hsa0000013470-gge0000115674|0.89;hsa0000013473-gge0000115675|0.86;hsa0000013479-gge0000115676|0.84;hsa0000013481-gge0000115677|0.73;hsa0000013482-gge0000115678|0.83;hsa0000013483-gge0000115679|0.7;hsa0000013484-gge0000115680|0.7;hsa0000013485-gge0000115681|0.86;hsa0000013486-gge0000115682|0.8;hsa0000013487-gge0000115683|0.84;hsa0000013488-gge0000115684|0.87;hsa0000013489-gge0000115685|0.84;hsa0000013490-gge0000115686|0.85
ENSG00000085433	ENSGALG00010012113	ENST00000369965	ENSGALT00010029045	hsa0000013469-gge0000115673|0.84;hsa0000013470-gge0000115674|0.89;hsa0000013473-gge0000115675|0.86;hsa0000013479-gge0000115676|0.84;hsa0000013480-gge0000115677|0.71;hsa0000013482-gge0000115678|0.83;hsa0000013483-gge0000115679|0.7;hsa0000013484-gge0000115680|0.7;hsa0000013485-gge0000115681|0.86;hsa0000013486-gge0000115682|0.8;hsa0000013487-gge0000115683|0.84;hsa0000013488-gge0000115684|0.87;hsa0000013489-gge0000115685|0.84;hsa0000013490-gge0000115686|0.85
ENSG00000143811	ENSGALG00010029288	ENST00000343818	ENSGALT00010070832	hsa0000013491-gge0000161977|0.88;hsa0000013492-gge0000161978|0.7;hsa0000013494-gge0000161979|0.79;hsa0000013496-gge0000161980|0.78;hsa0000013498-gge0000161981|0.75;hsa0000013499-gge0000161982|0.86;hsa0000013500-gge0000161983|0.64
ENSG00000174279	ENSGALG00010025816	ENST00000308618	ENSGALT00010062950	hsa0000038836-gge0000106945|0.8;hsa0000038837-gge0000106946|0.76;hsa0000038838-gge0000106947|0.77
ENSG00000078618	ENSGALG00010024623	ENST00000352171	ENSGALT00010060094	hsa0000013501-gge0000120348|0.61;hsa0000013502-gge0000120350|0.67;hsa0000013506-gge0000120351|0.78;hsa0000013507-gge0000120352|0.86;hsa0000013508-gge0000120353|0.8;hsa0000013509-gge0000120354|0.81;hsa0000013510-gge0000120355|0.78;hsa0000013511-gge0000120356|0.9;hsa0000013512-gge0000120357|0.76;hsa0000013513-gge0000120358|0.79;hsa0000013514-gge0000120359|0.91;hsa0000013515-gge0000120360|0.79;hsa0000013516-gge0000120361|0.69;hsa0000013517-gge0000120362|0.8;hsa0000013519-gge0000120363|0.81;hsa0000013520-gge0000120364|0.77;hsa0000013521-gge0000120365|0.75;hsa0000013522-gge0000120366|0.74;hsa0000013523-gge0000120368|0.75;hsa0000013524-gge0000120369|0.81;hsa0000013525-gge0000120371|0.8;hsa0000013526-gge0000120372|0.73;hsa0000013527-gge0000120373|0.84;hsa0000013528-gge0000120374|0.72;hsa0000013529-gge0000120375|0.9;hsa0000013530-gge0000120376|0.89;hsa0000013531-gge0000120378|0.79;hsa0000013532-gge0000120379|0.77;hsa0000013533-gge0000120380|0.82;hsa0000013534-gge0000120381|0.77;hsa0000013535-gge0000120382|0.66
ENSG00000138068	ENSGALG00010007021	ENST00000535679	ENSGALT00010016665	hsa0000038899-gge0000051223|0.61;hsa0000038902-gge0000051224|0.66;hsa0000038903-gge0000051225|0.72;hsa0000038905-gge0000051226|0.76;hsa0000038906-gge0000051227|0.73;hsa0000038907-gge0000051228|0.72;hsa0000038908-gge0000051229|0.77
ENSG00000196323	ENSGALG00010023408	ENST00000527478	ENSGALT00010057049	hsa0000156475-gge0000178701|0.8;hsa0000156478-gge0000178702|0.76;hsa0000156479-gge0000178703|0.89;hsa0000156482-gge0000178704|0.96;hsa0000156486-gge0000178705|0.86
ENSG00000120645	ENSGALG00010010154	ENST00000382841	ENSGALT00010024126	hsa0000184709-gge0000014230|0.66;hsa0000184710-gge0000014231|0.88;hsa0000184711-gge0000014232|0.91;hsa0000184712-gge0000014233|0.88;hsa0000184713-gge0000014234|0.84;hsa0000184714-gge0000014235|0.82;hsa0000184715-gge0000014236|0.88;hsa0000184716-gge0000014237|0.81;hsa0000184717-gge0000014238|0.76;hsa0000184718-gge0000014239|0.62;hsa0000184719-gge0000014240|0.95
ENSG00000185104	ENSGALG00010024514	ENST00000396153	ENSGALT00010059813	hsa0000013536-gge0000120212|0.89;hsa0000013537-gge0000120214|0.86;hsa0000013538-gge0000120217|0.94;hsa0000013539-gge0000120218|0.78;hsa0000013540-gge0000120219|0.87;hsa0000013541-gge0000120220|0.82;hsa0000013542-gge0000120221|0.95;hsa0000013544-gge0000120222|0.82;hsa0000013545-gge0000120223|0.79;hsa0000013546-gge0000120224|0.87;hsa0000013547-gge0000120225|0.95;hsa0000013548-gge0000120226|0.89;hsa0000013549-gge0000120227|0.88;hsa0000013550-gge0000120228|0.86;hsa0000013551-gge0000120229|0.89;hsa0000013552-gge0000120230|0.85;hsa0000013553-gge0000120231|0.86;hsa0000013554-gge0000120232|0.8;hsa0000013556-gge0000120233|0.85
ENSG00000111181	ENSGALG00010015929	ENST00000397296	ENSGALT00010038389	hsa0000184724-gge0000024639|0.68;hsa0000184725-gge0000024640|0.79;hsa0000184728-gge0000024641|0.74;hsa0000184729-gge0000024642|0.62;hsa0000184730-gge0000024643|0.77;hsa0000184731-gge0000024644|0.7;hsa0000184732-gge0000024645|0.86;hsa0000184733-gge0000024647|0.61;hsa0000184734-gge0000024648|0.8;hsa0000184735-gge0000024649|0.75;hsa0000184736-gge0000024650|0.81;hsa0000184737-gge0000024651|0.78;hsa0000184738-gge0000024652|0.72;hsa0000184739-gge0000024653|0.6
ENSG00000111181	ENSGALG00010015929	ENST00000397296	ENSGALT00010038392	hsa0000184724-gge0000024639|0.68;hsa0000184725-gge0000024640|0.79;hsa0000184728-gge0000024641|0.74;hsa0000184729-gge0000024642|0.62;hsa0000184730-gge0000024643|0.77;hsa0000184731-gge0000024644|0.7;hsa0000184732-gge0000024645|0.86;hsa0000184733-gge0000024646|0.82;hsa0000184734-gge0000024648|0.8;hsa0000184735-gge0000024649|0.75;hsa0000184736-gge0000024650|0.81;hsa0000184737-gge0000024651|0.78;hsa0000184738-gge0000024652|0.72;hsa0000184739-gge0000024653|0.6
ENSG00000111181	ENSGALG00010015929	ENST00000359674	ENSGALT00010038389	hsa0000184724-gge0000024639|0.68;hsa0000184725-gge0000024640|0.79;hsa0000184728-gge0000024641|0.74;hsa0000184729-gge0000024642|0.62;hsa0000184730-gge0000024643|0.77;hsa0000184731-gge0000024644|0.7;hsa0000184732-gge0000024645|0.86;hsa0000184733-gge0000024647|0.61;hsa0000184734-gge0000024648|0.8;hsa0000184735-gge0000024649|0.75;hsa0000184736-gge0000024650|0.81;hsa0000184737-gge0000024651|0.78;hsa0000184738-gge0000024652|0.72;hsa0000184739-gge0000024653|0.6
ENSG00000111181	ENSGALG00010015929	ENST00000359674	ENSGALT00010038392	hsa0000184724-gge0000024639|0.68;hsa0000184725-gge0000024640|0.79;hsa0000184728-gge0000024641|0.74;hsa0000184729-gge0000024642|0.62;hsa0000184730-gge0000024643|0.77;hsa0000184731-gge0000024644|0.7;hsa0000184732-gge0000024645|0.86;hsa0000184733-gge0000024646|0.82;hsa0000184734-gge0000024648|0.8;hsa0000184735-gge0000024649|0.75;hsa0000184736-gge0000024650|0.81;hsa0000184737-gge0000024651|0.78;hsa0000184738-gge0000024652|0.72;hsa0000184739-gge0000024653|0.6
ENSG00000111181	ENSGALG00010015929	ENST00000684302	ENSGALT00010038389	hsa0000184724-gge0000024639|0.68;hsa0000184725-gge0000024640|0.79;hsa0000184728-gge0000024641|0.74;hsa0000184729-gge0000024642|0.62;hsa0000184730-gge0000024643|0.77;hsa0000184731-gge0000024644|0.7;hsa0000184732-gge0000024645|0.86;hsa0000184733-gge0000024647|0.61;hsa0000184734-gge0000024648|0.8;hsa0000184735-gge0000024649|0.75;hsa0000184736-gge0000024650|0.81;hsa0000184737-gge0000024651|0.78;hsa0000184738-gge0000024652|0.72;hsa0000184739-gge0000024653|0.6
ENSG00000111181	ENSGALG00010015929	ENST00000684302	ENSGALT00010038392	hsa0000184724-gge0000024639|0.68;hsa0000184725-gge0000024640|0.79;hsa0000184728-gge0000024641|0.74;hsa0000184729-gge0000024642|0.62;hsa0000184730-gge0000024643|0.77;hsa0000184731-gge0000024644|0.7;hsa0000184732-gge0000024645|0.86;hsa0000184733-gge0000024646|0.82;hsa0000184734-gge0000024648|0.8;hsa0000184735-gge0000024649|0.75;hsa0000184736-gge0000024650|0.81;hsa0000184737-gge0000024651|0.78;hsa0000184738-gge0000024652|0.72;hsa0000184739-gge0000024653|0.6
ENSG00000111181	ENSGALG00010015929	ENST00000424061	ENSGALT00010038389	hsa0000184724-gge0000024639|0.68;hsa0000184725-gge0000024640|0.79;hsa0000184728-gge0000024641|0.74;hsa0000184729-gge0000024642|0.62;hsa0000184730-gge0000024643|0.77;hsa0000184731-gge0000024644|0.7;hsa0000184732-gge0000024645|0.86;hsa0000184733-gge0000024647|0.61;hsa0000184734-gge0000024648|0.8;hsa0000184735-gge0000024649|0.75;hsa0000184736-gge0000024650|0.81;hsa0000184737-gge0000024651|0.78;hsa0000184738-gge0000024652|0.72;hsa0000184739-gge0000024653|0.6
ENSG00000111181	ENSGALG00010015929	ENST00000424061	ENSGALT00010038392	hsa0000184724-gge0000024639|0.68;hsa0000184725-gge0000024640|0.79;hsa0000184728-gge0000024641|0.74;hsa0000184729-gge0000024642|0.62;hsa0000184730-gge0000024643|0.77;hsa0000184731-gge0000024644|0.7;hsa0000184732-gge0000024645|0.86;hsa0000184733-gge0000024646|0.82;hsa0000184734-gge0000024648|0.8;hsa0000184735-gge0000024649|0.75;hsa0000184736-gge0000024650|0.81;hsa0000184737-gge0000024651|0.78;hsa0000184738-gge0000024652|0.72;hsa0000184739-gge0000024653|0.6
ENSG00000111181	ENSGALG00010015929	ENST00000536824	ENSGALT00010038389	hsa0000184724-gge0000024639|0.68;hsa0000184725-gge0000024640|0.79;hsa0000184728-gge0000024641|0.74;hsa0000184729-gge0000024642|0.62;hsa0000184730-gge0000024643|0.77;hsa0000184731-gge0000024644|0.7;hsa0000184732-gge0000024645|0.86;hsa0000184733-gge0000024647|0.61;hsa0000184734-gge0000024648|0.8;hsa0000184735-gge0000024649|0.75;hsa0000184736-gge0000024650|0.81;hsa0000184737-gge0000024651|0.78;hsa0000184738-gge0000024652|0.72;hsa0000184739-gge0000024653|0.6
ENSG00000111181	ENSGALG00010015929	ENST00000536824	ENSGALT00010038392	hsa0000184724-gge0000024639|0.68;hsa0000184725-gge0000024640|0.79;hsa0000184728-gge0000024641|0.74;hsa0000184729-gge0000024642|0.62;hsa0000184730-gge0000024643|0.77;hsa0000184731-gge0000024644|0.7;hsa0000184732-gge0000024645|0.86;hsa0000184733-gge0000024646|0.82;hsa0000184734-gge0000024648|0.8;hsa0000184735-gge0000024649|0.75;hsa0000184736-gge0000024650|0.81;hsa0000184737-gge0000024651|0.78;hsa0000184738-gge0000024652|0.72;hsa0000184739-gge0000024653|0.6
ENSG00000144935	ENSGALG00010015788	ENST00000476941	ENSGALT00010038005	hsa0000060046-gge0000123390|0.67;hsa0000060048-gge0000123391|0.84;hsa0000060049-gge0000123392|0.84;hsa0000060051-gge0000123393|0.85;hsa0000060052-gge0000123394|0.86;hsa0000060053-gge0000123395|0.81;hsa0000060054-gge0000123396|0.82;hsa0000060055-gge0000123397|0.85;hsa0000060056-gge0000123398|0.85;hsa0000060057-gge0000123399|0.84;hsa0000060058-gge0000123400|0.83;hsa0000060059-gge0000123401|0.82;hsa0000060060-gge0000123403|0.85
ENSG00000168028	ENSGALG00010016040	ENST00000301821	ENSGALT00010038608	hsa0000060061-gge0000041477|0.84;hsa0000060063-gge0000041478|0.82;hsa0000060066-gge0000041479|0.83;hsa0000060068-gge0000041480|0.9;hsa0000060069-gge0000041481|0.82;hsa0000060072-gge0000041482|0.82
ENSG00000168028	ENSGALG00010016040	ENST00000458478	ENSGALT00010038608	hsa0000060061-gge0000041477|0.84;hsa0000060063-gge0000041478|0.82;hsa0000060066-gge0000041479|0.83;hsa0000060068-gge0000041480|0.9;hsa0000060069-gge0000041481|0.82;hsa0000060072-gge0000041482|0.82
ENSG00000168028	ENSGALG00010016040	ENST00000443003	ENSGALT00010038608	hsa0000060061-gge0000041477|0.84;hsa0000060064-gge0000041478|0.74;hsa0000060066-gge0000041479|0.83;hsa0000060068-gge0000041480|0.9;hsa0000060069-gge0000041481|0.82;hsa0000060072-gge0000041482|0.82
