human_uniprot	rat_uniprot
Q8NHY5	M0RAF2
P40616	P61212
Q504Y3	A0A0G2K432
Q96LA6	F1M8T7
P56179	A0A096MIY0
O43761	D4ABK1
P52566	Q5M860
Q16613	Q64666
Q96FZ7	D3ZDR2
Q04760	Q6P7Q4
P48788	P27768
Q6P4H8	D3ZLY0
Q8TBF2	D3ZVR7
P36404	O08697
Q9H0Y0	D4A9K6
Q9UNL2	Q08013
Q15382	Q62639
Q86SG7	M0R6U6
Q8TD46	Q9ES58
P22914	P0C5E9
P55145	P0C5H9
Q9Y5N6	Q3T1K3
Q9P000	Q3MIE7
Q15544	Q5U1X0
P61599	B2RZ44
O43291	G3V8S0
Q9NRW4	D3ZC16
Q96CA5	D4A690
Q9UQV4	Q5XI99
Q9Y3Y2	Q498T2
Q9BRV3	D3ZH22
Q8WUX2	Q641Z5
O95863	Q6AY35
O00762	D3ZUW6
Q86XA0	Q5RJL2
Q9GZQ3	Q9ERR2
Q03135	P41350
O43617	Q5U1Z2
P62253	P62255
Q8IX05	Q5FVR3
P10144	P18291
Q9BXS1	M0RBU2
O43633	B2RZB5
Q16890	A0A0G2K8M7
Q7Z4M0	D3ZB61
Q8TDS7	Q7TN41
Q8N387	Q5XHX5
P60880	P60881
P67812	P42667
Q8WUY1	Q5XIE1
Q8N9B4	D3ZA25
Q9UBI1	Q6P9U3
Q8NFK1	F1LPT0
Q9UM00	Q5I0H4
Q8N4E7	D3ZUG8
P09429	D3ZCR3
P09429	P63159
P09429	A0A0G2K6P4
P45379	P50753
Q9Y248	D3ZSY6
O43399	Q6PCT3
Q7Z4J2	D3ZNQ3
Q6IPR3	D3ZHR8
Q99075	Q06175
Q9H7X7	Q5FVJ7
Q53R12	D3ZJ15
P54845	D4ACF4
P00568	P39069
P02511	P23928
P07203	P04041
Q5M9Q1	G3V9G8
O95237	Q9JI61
Q12974	Q6P9X4
Q6NW29	Q569B7
Q8WTR2	D4A8F3
Q9NV31	B2RZ12
P45378	P09739
Q9HB58	Q3KRF1
O75629	B2GUX7
P41236	P50411
O00321	D3ZEY9
Q12981	Q8VHI8
Q96DN0	D4A9L9
P15018	P17777
Q7Z4L9	E9PTW7
Q9H3R2	P97881
Q5VZ72	D3ZRD5
Q1ZYL8	D4ABT2
O14753	A0A0G2JZM1
Q9H0A8	A0A0G2K6N9
P62487	P62489
Q9UII6	A0A0G2K9N1
O75683	Q5BJZ4
Q9UF47	D3ZD82
Q92988	D4AC19
Q99828	Q9R010
Q96P31	F1LX58
Q8NHR7	D4A1L6
Q9HAF1	B0BNB4
O00270	D3ZIT6
Q5QJ38	D3ZBF6
Q93062	F1M9Y9
A1E959	Q3HS83
P02794	P19132
A6NMN3	D3ZLX4
A0PJX2	D3ZQ38
P51965	F1M3L4
Q96MN9	D4AAF0
Q2NL68	B2GV25
Q8TAC2	D4AD44
Q9BQ51	D4AAV6
P28907	Q64244
P43308	B5DEQ0
Q9NYV9	Q9JKT7
Q86UA6	Q4G2Y1
P21673	Q7TP41
P23919	D3ZUJ5
A6NGH7	M0R9C5
Q9Y6G5	Q68FS9
P04792	P42930
Q8TC84	Q66H07
Q9BUL9	Q5PPN2
P00374	Q920D2
Q9BVC6	Q6AYQ4
H3BPM6	A0A0G2K9B0
Q9UKJ5	G3V6A1
P39210	Q5BK62
Q96PS1	D3ZY74
P30408	D4ACP4
P57796	D3ZY59
Q96BV0	D4A3N5
Q96KN8	Q4KLN5
O15524	Q9QX78
Q9BXJ2	A0A0G2QC08
Q9NRV9	B4F7C7
O95816	F1LQH9
Q96E66	B6CZ61
P20851	Q63515
Q6UWI2	Q6P9X9
O60487	D4AAE2
Q9H665	D4A4X3
P49914	Q5M9F6
Q9Y275	A0A096MJG3
Q3ZCW2	B4F7A3
Q96EH8	Q5M870
A0A0J9YY54	A0A0G2JWC5
Q7Z5A4	D3ZXU4
Q9Y3C6	Q4KLI4
P00403	P00406
O15522	D4A7B5
Q8WWZ3	F1LYE0
Q96AB3	M0RAK2
P01210	P04094
Q96D59	D4A718
Q96SL4	D3ZQI1
P55327	A0A0G2K865
P34810	Q4FZY1
Q8WZA0	Q5PQN7
Q9BZY9	D3ZN56
O43680	Q498R2
Q6BDI9	D4A9Z9
Q8N0U8	Q6TEK3
Q9BT25	Q5BK57
O60760	O35543
Q8WV74	D3ZEH6
Q7Z3Z2	M0R688
Q9BZD6	D3ZZA9
Q5H913	Q6AXT3
Q96KS9	D3ZQX1
Q6PIV2	F1LTW6
Q8WY22	Q5U3Z5
O75365	B0K032
Q6UWN0	D3ZHB4
Q8N4L8	A0A0G2K9U0
Q53GI3	Q9Z2K3
Q5VYY1	D4ADM7
Q9NW81	Q5I0I4
P59796	Q64625
A6NCS6	D4A6R4
Q8NGX3	F1M1K2
Q8NEL0	D4A958
Q6P5X7	D3ZMF7
Q9NPI5	D3ZBU8
O95150	Q8K3Y7
P61081	D3ZNQ6
P32321	Q5M9G0
O14683	B3DMA0
Q9BTT0	Q5XIE0
P56880	D3ZT28
Q496A3	Q811V6
P62324	Q63073
Q8N393	B2GV07
P18085	P61751
Q9HBM1	Q5M856
A6NN92	G3V7K4
P16410	A0A096MJE4
Q9Y3B9	Q5M947
Q96IQ9	Q5PPH4
P08263	P00502
P08263	P04904
P08263	P04903
Q16772	P00502
Q16772	P04904
Q16772	P04903
P48047	Q06647
Q96NL8	Q6AY71
H3BQB6	D3ZHF4
Q0VAA2	A0JPI9
Q9UDW3	D3ZLD2
Q8NBD8	D4ACC3
Q7Z4H3	D3ZKT8
Q8TAG5	D3ZWD0
Q96HZ4	Q5PPN0
Q07065	D3ZH41
Q6ZW13	D3ZAQ5
Q969K7	Q494T4
Q9BW30	Q5PPN5
Q9BZM1	B0K018
Q13571	Q6P9Z7
P0C7W6	Q6AXT4
Q9BTP7	D3ZE71
Q15126	Q5RK24
Q8N4P3	D4A500
Q9UMX6	D3ZID7
Q9NVQ4	Q8R5H8
P59780	A0A0G2K302
O95169	B2RYS8
P61923	D4A8T3
Q86Z23	D3ZMN4
P51452	A0A0G2K3I9
Q8IW40	D3Z8H9
Q9BTE0	B0BN73
Q9BYD1	Q5XFW4
Q9BY08	D3ZXC8
P01584	Q63264
O43822	Q5RKG5
Q8IV03	Q5BJW5
A8MU46	D3ZWP4
Q8IYP2	Q6IE06
Q96K30	Q2KJ10
Q12983	Q9ET45
P08311	P17977
Q15116	D3ZIN8
Q9BW66	B0BNM8
O60830	D4ACA5
P21246	P63090
P05452	D3ZUU6
Q9NXG2	F7FA68
Q9Y5Z4	D3ZHC4
P60604	B2RYD0
Q96AG4	Q5RJR8
P22792	F1LQT4
Q9NNZ3	A0A0G2JTP0
Q9UBG3	D3ZSW4
Q9NUS5	A0A0G2K3F6
O60635	Q6AYR9
P30086	M0RB80
P41238	P38483
Q9NYW0	Q9JKT9
H3BNL1	M0RA70
Q99497	O88767
P14649	D3ZHA7
Q8IWV1	Q5FVQ5
Q9Y6M9	B2RYW3
A9QM74	A0A096MK49
Q9H469	D4ABB4
P26441	P20294
Q9HBH1	F1LVY9
Q15185	P83868
Q5T215	D3ZEX3
F5H4A9	F1MA06
Q16774	E9PTV0
Q96EU6	D3ZDJ5
Q93045	P21818
Q71F23	Q4V8G7
Q8N9W8	Q6AYN1
Q96F83	Q5RJN9
P08590	P16409
Q6UXB4	A0A0G2JU13
Q8TBE1	D0Q0Y7
O75935	D4A1B8
P55344	P54825
P01589	P26897
Q8N5M4	Q6P5P3
Q9BUR5	M0R7V3
Q8TDQ0	P0C0K5
Q9UHF5	G3V8K9
P00846	P05504
Q53FE4	A0A0G2K1J3
Q9BXJ0	Q5FVH0
Q13268	D3ZEZ3
Q96A05	D3ZJ78
Q9Y2Q3	P24473
Q14714	D4ABT9
Q14442	D4A0Z0
P63098	P63100
Q9UHD4	D3ZKI3
P46783	P63326
Q8N755	G3V6N5
Q92886	P70595
Q15527	G3V6N4
Q9H2H8	Q812D3
P13693	P63029
P25791	A0A0G2QC60
A0A1B0GVZ9	D3ZGY5
A6NC51	D3ZEH7
Q9NP64	D3ZCQ7
Q5T0U0	D3ZP78
Q96QS1	F7F785
Q8NHV1	Q5BK45
Q99595	O35092
P24158	F7FNG0
Q6ZR62	D4A5N6
Q96GC5	D3ZDX7
Q9NVS2	Q6PDU2
P19075	O55158
Q8NI32	D3ZUF1
Q969G5	Q9Z1H9
Q9NZ72	Q9JHU6
O43521	O88498
Q9BXJ5	D3ZCS2
Q53H80	Q25C79
Q9UFW8	D4ADB4
O75807	Q6IN02
Q9GZZ1	B5DFB7
Q9NUD7	A0A0G2QC30
Q8WWP7	Q3LF76
P51124	Q03238
Q969E8	G3V6B8
Q86VV4	A0A096MJ81
Q9BV99	D3ZA60
P59095	Q6AYN5
Q6PI25	Q5BJU5
Q9NQT5	D3ZT51
Q9BZE7	Q6AYH8
Q7Z692	D3ZE93
Q9Y328	Q3KR51
Q9NY30	A0A0G2K1W2
Q9BU76	Q5M9I6
Q9NWW6	Q6AY91
P54107	E9PTT8
Q9Y343	Q5U2S5
Q13790	Q5M889
Q96CX2	F1M1A6
P24844	Q64122
Q9Y3C1	Q1RP77
Q9UQN3	F1M8B7
Q01449	A0A0G2K2W5
Q8N614	Q5BK38
P41271	Q06880
Q14197	D3ZDP2
A4D1F6	D4AD14
Q9Y3C0	D3ZKX1
Q8N6G2	D4A8B5
Q9BV19	D4A7G9
Q9UBM1	Q08388
P63279	P63281
Q8IWL3	D3ZME7
Q9UHG2	Q9QXU9
Q8NFA2	D4ACU5
Q7Z434	Q66HG9
Q8N699	D3ZUL5
O76081	G3V716
Q9NPA3	Q6P7D5
Q9UBV8	Q641Z8
O00421	D3ZVM9
Q9NUV9	Q8K3K9
Q9NYX4	P58821
Q9NRH1	D4AEK7
Q5T0L3	D3ZEQ6
Q99748	Q811Q5
Q9NPD8	G3V6M7
Q96BQ1	A0A0G2JXJ3
Q8TAP8	D3ZCQ3
Q8N5I4	B2RZ76
O00592	Q9WTQ2
Q96IZ2	Q5M828
Q6P589	Q6AYJ8
Q5SWH9	B1WBX2
Q9H772	D3ZXD0
Q99988	Q9Z0J6
Q969L2	Q7TPB7
O15492	P56700
Q9UJW9	Q5BK27
P46597	B3GSH5
Q92837	D3Z8R0
Q6ICB0	Q4KM30
Q8IWT0	M0R5Y9
Q8WUK0	P0C089
Q8TAG6	D3ZVT4
Q5T1C6	Q566R0
Q8IWP9	Q498D0
Q5TA50	Q5XIS2
Q9BTX3	D4A266
Q92623	B2RYJ6
P07316	P10066
Q9UHA3	Q6P6G7
Q4V9L6	B2RYL3
Q9H081	Q7TQ72
O60682	D3ZWP1
P51571	Q07984
Q9UK53	G3V7V1
Q96LC9	Q8K589
Q9BV57	Q562C9
O95866	Q6MG59
Q5HYL7	Q5EB63
P62937	P10111
Q8N5H3	Q566R4
Q9NUL5	Q5RJN4
Q9HD47	D3ZMP9
Q17R31	M0R5U3
A6NJG2	B1WC89
P10073	D4ADL6
Q9NPI7	Q5PPL1
Q96KN9	G3V8D7
O14894	D4ABR9
O00584	A0A0G2K9L0
P25942	Q4QQW2
Q7Z2W9	D3ZMR9
Q96G61	D3ZYH3
P24588	P24587
Q9BQA9	Q6AYA6
Q13487	Q68FX5
O75223	D3ZPV8
Q147U7	F1LVE5
Q9Y342	P47987
P02743	P23680
P11844	P10065
P17097	F1LV88
Q8NHC5	D4ACW2
Q8N8I0	A0A096MKI3
Q6ZMJ4	Q4KM46
Q9GZN8	Q4KM45
Q969J5	Q7TNI4
Q9BXL8	Q3B7C7
Q14696	Q5U2R7
Q9H213	Q5PPP4
O75414	O88426
Q5VT99	D3ZYA6
P07320	P10067
P30050	P23358
Q9BYG3	Q5RJM0
Q08623	D3ZEH4
Q7Z602	Q7TQN5
Q6NUJ2	Q569A3
P07315	P02529
Q92664	Q8VHT8
Q4KMZ1	M0RCW8
Q96A32	P04466
O60493	Q5U211
Q96F85	Q5M7A7
Q9Y3C8	Q6BBI8
O14771	D4A1V0
Q8TAM6	Q5RJL0
O95989	Q566C7
Q9Y3E1	Q923W4
Q8NCL8	F1LRF5
Q16626	Q5FVH7
O43665	P49806
P49006	Q9EPH2
Q16558	P97678
A0A1B0GW35	M0R528
Q8IZS6	A0A0G2K5Q6
P56557	Q5BJS6
A6NGB7	D3ZFM0
Q99807	Q63619
Q6UW68	D3ZJZ0
Q9Y281	M0RC65
Q9NWZ8	Q6AY77
Q99766	Q5XIM4
Q5VXU3	A0A096MJJ5
Q99618	Q68FW2
Q9NPI8	F1M0R6
Q1W6H9	Q5RKJ0
Q9Y4Z2	O08718
Q9H171	Q8VDA5
Q9H204	P68943
P46778	D3ZPN7
P23528	P45592
P79522	Q6MG07
P32971	M0R3V3
Q9P0P8	M0R7R2
Q96FV0	Q6AXZ2
Q96JZ2	D3ZRF7
O15446	D4ADE7
Q8IZV2	Q71B06
Q96CM4	F1LP37
P02489	P24623
Q9BT43	B4F7D3
Q9BRP0	D4A5U5
Q16611	Q9JK59
Q8NHG8	M0RBD9
P0DJR0	B0BMZ3
Q86V81	D3ZXH7
O15539	P49800
Q9UMY4	D4A719
Q8IZJ6	D3ZN15
Q86SM5	Q7TN39
Q8NEJ0	Q6AXW7
O95445	P14630
Q96AH0	Q5FVP2
Q587I9	D3ZV26
Q9NQ50	P83565
P18405	P24008
Q8IW50	D4AAI7
P59998	B2RZ72
P18847	P29596
Q6DD87	D3ZDN6
A6NLU0	D4ABM4
Q9NPA1	A7VL23
O00258	Q6P6S5
Q9BW83	B4F765
Q9NX63	D3ZUX5
A1L167	D3ZXV0
A6NF34	A0A0G2K7L7
Q9NX38	D4AE08
P30044	Q9R063
P08174	A0A0G2QC50
P23025	D4A981
Q96HR9	Q5XI60
A8MXK1	Q5M7U7
A6NEY8	B2RZA5
Q9H2K0	B0BNE9
Q8WVJ2	Q5M823
Q5TGI4	D3ZLM9
Q8IVV8	A0A0G2KAP3
Q8N6I4	F1LXS7
Q9BQD3	Q5M853
P12829	P17209
O95994	D3ZIA7
Q6PI98	Q5BJY3
Q9NUP1	G3V6R9
Q06643	Q6MG45
A0A1W2PRP0	F1LWK1
Q96LU5	D3ZWF3
P43363	A0A0G2JXU3
Q8TAI7	Q7TNZ5
Q9H628	D3ZM99
Q9Y580	F1M8F0
P01583	P16598
Q9UGQ2	D4A9I3
Q5XKK7	A0A0G2JWV6
P34741	P34900
Q9BVG4	G3V6C3
P26842	Q501W2
Q9BS16	D4A9X9
O43745	Q810D1
O95881	Q498E0
Q96DZ7	D4ADI7
Q8WUB2	Q5U1Y9
Q9NX70	D4A108
P62280	P62282
Q9UNN8	Q4V8I1
Q8N5J4	D4A5A4
Q96EY4	D4AAG0
P41247	D4A227
Q96E40	Q4V8P4
Q6UXN8	D4AD02
Q9H8W3	D4A037
P10916	P08733
P82979	Q498U4
Q8N4C9	D4A521
Q96B02	B5DEI4
P83916	D4A3T3
P58753	D3ZXA5
O14950	P18666
Q9NX04	D4AB92
Q8N5L8	B0BMX6
Q5T230	M0RAP1
O15335	O70210
Q8TAP9	D3ZVR4
P59534	Q67ER9
Q7Z444	D3ZTE4
Q96L08	D3Z8I2
Q9BTL4	Q6P7D3
P53805	Q6IN33
Q8WW01	A0A0G2K1V3
Q9NQ76	Q9ES02
Q7Z2X4	F7EZF5
Q96E11	Q5RKI9
Q8N1D5	F1LV28
Q00059	Q91ZW1
Q9NX52	D3ZA62
Q14773	D3ZP29
Q8IYS5	D3ZCA1
P01033	P30120
Q8IY42	Q6AYA8
Q07326	D3ZZU7
Q2QL34	D4A908
Q9UD71	Q6J4I0
Q9NWV4	Q498R7
P55789	Q63042
Q96EH3	D3ZZ37
Q96IL0	Q32Q90
Q9Y3C5	A0A0G2JZP9
P52298	B1WC40
Q9NV23	P08635
P01344	P01346
Q9BRN9	D3ZQU1
P40337	Q64259
Q9BQE4	Q8VHV8
P60981	Q7M0E3
Q96B77	Q4KLZ1
Q9H1K1	B2RZ79
Q13526	B0BNL2
Q86X19	Q5HZE5
P82663	Q4QR80
Q9BXJ4	B1WC91
Q8N9N7	Q5FVI3
Q9Y3D8	Q5EB68
P43489	P15725
P62979	P62982
Q7Z7K6	D4A9A3
Q99732	P0C0T0
Q8N6F8	D4AED6
Q96N28	D3ZAN9
Q8N128	D3ZIM7
A2IDD5	F7ELZ7
P61966	B5DFI3
P20290	Q5U3Y8
Q96K58	D3ZPP0
Q8WVJ9	P97831
A6NIN4	B2BKZ7
Q6ZTI6	D3ZXN7
Q8TAP4	M0R4L0
P08294	Q08420
Q9Y534	Q63430
Q8IYN6	D3ZX60
P40259	O70153
Q16514	A0A0G2JZ70
Q53FP2	Q6JAM9
Q6PJQ5	D4ADV2
Q96CT7	D3ZUL1
P13284	Q499T2
Q9GZV4	G3V7J7
Q9BW11	Q62912
Q5SQH8	Q6MG12
P78380	O70156
Q8NGN1	D3ZAT2
P62837	P62839
P13224	Q9JJM7
Q13232	G3V816
P54852	Q9QYW5
Q9BQP9	D3ZJA2
P51668	D3ZDK2
P41223	O70454
P56377	B2GV08
Q9BSD3	Q6AY26
O95807	B1WBU7
Q9Y3B7	Q5XIE3
Q8WTV1	B0K027
Q86SZ2	D3ZES2
P63146	P63149
P05976	P02600
Q6P9F5	Q6MFY8
P15173	P20428
Q8N2H4	D3ZY25
Q96IZ7	Q5PPJ2
O43324	B2RYN3
P61244	P52164
A6NLP5	Q66H45
Q8ND94	D4A8U4
P61077	P61078
A1L4L8	D3ZTM1
Q5T700	D4A460
Q8N945	A0A0G2JYW1
O43181	Q5XIF3
A8K5M9	D3ZEE8
Q9BU02	Q8CGV7
Q8TCD5	D3ZWR1
Q9UIL8	Q5I0E2
Q9NSA1	Q8VI80
O43257	A0A0G2K5F7
Q8IY45	Q5U201
Q96MC4	Q6AY32
Q6IQ19	D3ZZM9
Q52MB2	Q4V8F1
Q8N7X2	D3ZRE5
Q8NBT2	D4A1C5
P07741	P36972
O15481	A0A0G2JYJ2
Q8N138	Q6QI25
Q16619	Q63086
Q6IAA8	Q6P791
O00559	Q5PQP2
P02686	P02688
O95257	Q9WTQ7
O60828	Q6PCT5
P63241	Q3T1J1
P09038	P13109
P17098	E9PT35
Q96F15	Q8K3L6
Q8TD06	D3ZIF1
Q9NV35	D3ZKQ0
O60543	D4ACH9
Q49AH0	P0C5I0
P13498	Q62737
P51970	F7EXQ7
Q96FF7	D4A1K4
P05230	P61149
Q9BV29	Q561K4
Q8NEA4	D3Z9E4
Q9H6F5	Q5XIB5
Q9UGY1	Q5D1Z3
Q8N668	B0BNB1
Q8TDH9	B2GV52
P22392	P19804
Q9NR77	Q07066
Q9UBX0	D4AEG9
P62750	P62752
P06734	Q6AZ45
O95050	D3ZNJ5
Q96HR3	A0A0G2JWW8
Q8IVP5	Q5BJS4
Q8WXK3	D3ZEJ6
Q7Z5L0	D3ZP97
O43674	D4A565
P49459	Q6AXR9
O96007	Q6AY59
Q96K17	D4A3I4
Q9NYV7	Q9JKU0
P01135	P01134
P02741	P48199
Q8IVU9	D3ZD36
Q6ZUT1	B1WC13
Q96PP4	D3ZMN0
O95976	Q9Z0K5
Q16670	D3ZFY2
P59282	D3ZCE7
Q5BJF2	Q5U3Y7
Q96A28	D3ZLA6
P61088	Q9EQX9
Q8N4G2	M0R6N0
Q8N8L6	Q6IMA8
Q9H8X9	F1M6X9
Q5JR98	G3V8D8
Q9BUH6	A0A0G2QC22
Q8N4B5	D3ZDS0
O00422	G3V7F6
Q05C16	Q4V8G0
Q495C1	A0A0G2JYP9
A8MYB1	D3ZEL3
O00526	D4A0E6
Q9H0U6	B2RZ57
Q9ULY5	Q67EQ1
P08637	Q6XPU4
Q8IXQ8	Q6TUD9
Q8IXL7	D4A650
Q9UIB8	F1M0B5
Q96N03	D3ZDJ6
Q9BUP0	D4A9T5
Q9NPF7	Q91Z84
Q969G6	Q6AYA7
Q9NP55	Q8K4I4
Q53FV1	D4A2I4
Q92572	G3V9Y9
P52798	D3ZEN1
Q8NC54	D3ZQ77
Q8WV19	Q5U3Y5
Q9NYP8	D3ZJP2
Q8NCR9	Q6AYR5
Q96MX0	B5DFL6
Q8IWT1	Q7M730
Q9H3R5	F1M389
Q8N8U3	D3ZH95
Q9Y388	B0BN49
P24522	P48317
B2RV13	D3ZAA8
P62269	P62271
Q6ZMY6	F1LZ35
Q9NSI5	Q5VJ70
Q5SQS8	F7FD99
P56539	P51638
Q9H5X1	Q5RJS3
P35858	P35859
Q96LI6	Q5XIQ7
A6NML5	M0RBS4
Q8N661	B0BNF0
A6NGA9	D3ZRF8
Q8NI51	D3ZQ48
P0C862	D3ZJ76
Q6ZN32	F7FJQ8
Q96DE0	G3V7P6
Q9UKB3	Q925T0
Q9BVJ7	D3ZRL3
Q9BXI9	Q3T1I2
Q96Q06	M0R7S5
P41218	Q5U2R8
P47874	P08523
Q6ZRY4	B5DFF2
P52434	G3V678
P63208	Q6PEC4
P01588	P29676
Q9NRX2	Q6PDW6
A2A368	Q6AY37
Q96A72	F1M0X6
Q15848	Q8K3R4
P52815	D3ZXF9
Q07011	Q4V895
Q9UMX5	Q6IUR5
P10451	P08721
Q9NYP9	B2RZC4
Q9NX76	Q7TNZ9
Q7LBR1	G3V6A6
O75360	Q8CJH7
Q9NRP0	B0K025
Q16629	D4A720
Q9Y2Y0	Q4V8C5
Q9BTE1	G3V8C0
Q8N6N3	D4A6E8
P55001	D3Z952
Q9Y2Y8	D4A834
A6NI73	A0A0G2JTC1
Q8WVH0	D4ABY0
Q9BY19	D3ZDZ2
O00217	B0BNE6
Q6UXG3	M0R459
P82914	Q5XI37
P78543	P27049
P15531	Q05982
P13598	Q6AXM6
P51636	Q2IBC5
P61326	Q27W02
P10747	P31042
Q6NT89	A0A0G2K0Y1
Q9H0T7	A0A0G2JTD9
Q32NC0	Q4V7D8
P02792	P02793
P20036	F7FN89
Q969X0	Q6AYA0
O60844	Q8CJD3
Q9GZZ7	Q9EPI2
P17931	P08699
P62277	P62278
Q9NX08	B0K015
Q9BQI9	D4ABB1
Q9H305	Q5U2U6
Q9BTT6	G3V6R4
P30536	P16257
Q86V88	D4A4U3
A6NNL5	D3ZSK9
Q9NX18	Q5RJQ7
P24666	P41498
Q5TAT6	A0A0G2K2Q8
P62263	P13471
Q8N743	P83556
P20292	P20291
Q96FT9	D3ZY35
Q6NVH7	D3ZWS8
O15182	A0A0G2JTC2
P0C024	D3ZV74
Q8WXD5	G3V972
Q8IXH6	Q8CHM3
Q9Y3D0	D3Z8Q7
Q86WC6	D3ZXG0
Q96CG3	Q5XIB9
P39687	P49911
Q7RTU4	D3ZY30
P60660	Q64119
Q6UWD8	Q5BK39
O43924	D3ZRD3
O96000	D4A0T0
Q9NQ30	P97682
Q9H4G4	F1M5V2
Q8WWF5	Q4V7C2
Q6UWV7	D3ZEV9
O60613	Q923V8
Q9NYW7	Q9JKU1
Q6UWJ8	D3ZGM0
Q96LL9	B2RYV0
Q6NTE8	B2RYM4
Q2NKX9	D3Z8R8
P11912	F1MAC3
Q9NPI0	B1WBM3
Q9BU61	O08776
Q9Y5R8	Q2KMM2
Q9Y2V2	Q9WU49
Q8NEV9	D3ZPW3
Q8IY57	D3ZII7
P0C2L3	D3Z988
P83731	P83732
Q969Q4	Q5BK71
Q7RTU1	D4A6W7
Q9NSP4	D4AC25
Q9HD15	Q6QGW5
P0DKL9	D3ZBL0
Q9UI09	F1LXA0
Q9NYV8	Q67ES0
Q9N2K0	Q5G5D4
A6NLX3	Q3KR78
Q13405	Q7TP77
Q8WWF8	D4A6W9
Q9H765	B5DF17
A8MVS5	D3ZMI7
Q969H6	D3ZY31
O95406	A0A0G2K112
Q8WWG9	Q71FD8
O15511	Q4KLF8
B4E2M5	M0RDE5
Q9BSD7	D4A478
Q86UF4	D3ZPM4
Q96MW1	Q5BK07
O43482	A0A0G2K615
Q9P0M4	F1LTN0
Q8N5S3	D4A4P5
Q9UDX5	Q5XIG9
O75293	Q5U3Z2
Q15819	Q7M767
Q6EIG7	D3ZWT9
Q4LDG9	A0A096MJZ0
Q7Z422	Q5XIA2
Q99471	B5DFN4
Q8NHY6	D3ZVD4
Q9Y5U5	F7FFS7
Q99757	P97615
Q9NSI2	Q5XII4
Q8N8D1	D4ACM6
P49765	O35485
Q9H2F9	A0JPN5
Q92688	Q9EST6
Q8N6I1	D4ACB5
O60888	Q6MGD0
B1ATL7	M0R6K3
P31431	P34901
Q9NP86	D3ZW89
Q8IXM2	B0BNM4
O14558	P97541
Q3C1V1	D4A0Z9
O14669	A0A0G2K045
O00193	G3V8R0
Q8TAE8	Q5XJW2
Q5VTT2	D3ZWG8
Q8TAL5	E9PT13
Q96LK0	Q9QZX9
O60936	Q62881
O14593	Q5PQM6
P23434	Q5I0P2
P0DJH9	D3ZFH4
Q96FN9	B0K034
Q0P5N6	M0R4K4
Q96IK1	Q6AYJ2
Q2TAP0	F1M362
Q9NQ31	D3ZV70
Q12962	B4F7B2
Q9NX01	Q5FVI5
H7C350	B2GNF1
Q9UQ13	Q6AYI5
O43623	O08954
Q8WUD4	D4A4Z0
Q9BUB7	D3Z946
Q9Y6A4	Q499T7
Q8N1E2	D3ZZJ5
Q12870	D3ZEK9
Q9NZE8	D3ZE10
P62841	P62845
Q96H86	D3ZM47
Q9UH36	F1LTK4
P25445	Q63199
A1KXE4	D4AEP3
Q9UK85	D4A444
Q6P1K2	D3ZEH8
Q01453	P25094
P62249	P62250
Q96EL2	A0A0G2K9G3
Q5TFG8	A0A0G2JY59
Q9NPF0	Q5HZW5
A6NFC5	M0R4D0
Q7L190	D3Z8Y2
P62266	P62268
Q7Z4R8	Q6AY64
P08620	F1LSQ8
Q9BZM2	D3ZLB5
P47928	E9PU21
P17900	Q6IN37
P39019	P17074
P0DI82	Q5BJL8
P0DI81	Q5BJL8
Q9BPX5	A1L108
P06729	P08921
Q8N386	F1M277
P24592	P35572
Q96LZ3	P28470
Q99643	Q641Z9
O60869	P69736
Q9Y3E5	Q5XI86
Q13404	D3ZFY8
Q9HDD0	D2KX21
Q8N9Z2	F1M119
P53680	P62744
Q9BSJ6	B0BN57
O15431	Q9JK41
P13073	P10888
Q6P9H5	Q5FVN6
P05090	P23593
Q9BUT9	D3ZM07
P59538	Q675B7
P59538	Q67ET3
P0DSN6	Q675B7
P0DSN6	Q67ET3
Q8WXF5	D3ZEG1
Q5T4W7	Q6AYE8
Q9Y279	F7FEU1
A6NI15	D3ZVR2
Q6P4F2	D4A8N2
Q8TCC3	P0C2C1
P01374	Q06332
O60831	A0A0G2JTX2
P61254	D4A1Z2
P05305	P22388
Q9H825	D3ZFN6
Q13253	Q62809
A0A0U1RR37	A0A0G2K128
Q9H2W2	D4A558
Q9BRP8	D3ZGY1
Q5TA89	Q03062
O75607	D3ZYK9
Q5EBL8	D3Z8K0
Q8N6Q1	D3ZNV2
Q9NPG2	Q99JA8
Q9BYG7	M0RDR0
Q9UBH0	D4A1A6
Q8WXS4	Q8VHW1
A0A1B0GWI6	F1LU46
Q567V2	D4A9N8
Q4VC31	D4A305
Q96PE7	D4A197
Q9Y3D6	P84817
P21145	Q64349
Q8TC44	D3ZW91
Q9H910	Q5BK20
O75474	M0R5Z2
Q9BQI0	D3ZRD9
Q9P126	D3ZJD8
Q1L6U9	D3Z9Y1
Q5VVC0	D4A8A9
A6NKW6	D4AB47
A0A5B9	F1M520
Q9UHP6	A0A0G2K0V7
Q15327	Q8R560
Q9NPD7	O08957
O15391	P0C6P6
P20963	Q4V7G0
Q96AW1	B5DEK8
Q9P0P0	Q6AXU4
Q9Y3D2	Q4FZX5
Q9BX68	D4AB01
Q9NZZ3	Q4QQV8
P35080	Q9EPC6
Q8WW33	F7FF05
Q4KMG9	D4A424
Q15388	Q62760
P60983	Q63228
Q6PEX7	D3ZTL9
